Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Document Type,Publication Stage,Source
Silva D.; Terra R.; Valente M.T.,56712316800; 36865399300; 55437198000,Recommending automated extract method refactorings,2014,"22nd International Conference on Program Comprehension, ICPC 2014 - Proceedings",,,,146,156,10,56,10.1145/2597008.2597141,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942510325&doi=10.1145%2f2597008.2597141&partnerID=40&md5=c867427cb0634c36940102b17c000499,"Extract Method is a key refactoring for improving program comprehension. However, recent empirical research shows that refactoring tools designed to automate Extract Methods are often underused. To tackle this issue, we propose a novel approach to identify and rank Extract Method refactoring opportunities that are directly automated by IDE-based refactoring tools. Our approach aims to recommend new methods that hide structural dependencies that are rarely used by the remaining statements in the original method. We conducted an exploratory study to experiment and define the best strategies to compute the dependencies and the similarity measures used by the proposed approach. We also evaluated our approach in a sample of 81 extract method opportunities generated for JUnit and JHotDraw, achieving a precision of 48% (JUnit) and 38% (JHotDraw). Copyright © 2014 ACM.",Conference paper,Final,Scopus
Bavota G.; De Lucia A.; Marcus A.; Oliveto R.,57220148228; 7003641564; 9239576200; 15136561900,Recommending refactoring operations in large software systems,2014,Recommendation Systems in Software Engineering,,,,387,419,32,45,10.1007/978-3-642-45135-5_15,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937451212&doi=10.1007%2f978-3-642-45135-5_15&partnerID=40&md5=508f037bc7d53aa6393c39b91bf22cc7,"During its lifecycle, the internal structure of a software system undergoes continuous modifications. These changes push away the source code from its original design, often reducing its quality. In such cases, refactoring techniques can be applied to improve the readability and reducing the complexity of source code, to improve the architecture and provide for better software extensibility. Despite its advantages, performing refactoring in large and nontrivial software systems might be very challenging. Thus, a lot of effort has been devoted to the definition of automatic or semi-automatic approaches to support developer during software refactoring. Many of the proposed techniques are for recommending refactoring operations. In this chapter, we present guidelines on how to build such recommendation systems and how to evaluate them. We also highlight some of the challenges that exist in the field, pointing toward future research directions. © Springer-Verlag Berlin Heidelberg 2014.",Book chapter,Final,Scopus
Mkaouer W.; Kessentini M.; Bechikh S.; Deb K.; Cinnéide M.Ó.,55904259300; 25653537200; 25924742700; 7006019904; 55890614500,High dimensional search-based software engineering: Finding tradeoffs among 15 objectives for automating software refactoring using NSGA-III,2014,GECCO 2014 - Proceedings of the 2014 Genetic and Evolutionary Computation Conference,,,,1263,1270,7,81,10.1145/2576768.2598366,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905675485&doi=10.1145%2f2576768.2598366&partnerID=40&md5=cb79d8f5f3ccd61a54f544bc6aad4495,"There is a growing need for scalable search-based software engineering approaches that address software engineering problems where a large number of objectives are to be optimized. Software refactoring is one of these problems where a refactoring sequence is sought that optimizes several software metrics. Most of the existing refactoring work uses a large set of quality metrics to evaluate the software design after applying refactoring operations, but current search-based software engineering approaches are limited to using a maximum of five metrics. We propose for the first time a scalable search-based software engineering approach based on a newly proposed evolutionary optimization method NSGA-III where there are 15 different objectives to be optimized. In our approach, automated refactoring solutions are evaluated using a set of 15 distinct quality metrics. We evaluated this approach on seven large open source systems and found that, on average, more than 92% of code smells were corrected. Statistical analysis of our experiments over 31 runs shows that NSGA-III performed significantly better than two other many-objective techniques (IBEA and MOEA/D), a multi-objective algorithm (NSGA-II) and two mono-objective approaches, hence demonstrating that our NSGA-III approach represents the new state of the art in fully-automated refactoring. © 2014 ACM.",Conference paper,Final,Scopus
Meng F.,55426663000,Identifying refactoring opportunities from code clones based on SOM clustering,2014,"ICIC Express Letters, Part B: Applications",5,4,,1087,1092,5,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903466057&partnerID=40&md5=4ed44b73fe545fa46f49606dcc8fcf42,"Code clones are regarded as typical bad smell because they usually make software maintenance more difficult and may even propagate bugs. Code Clones almost exist in all kinds of source programs of any nontrivial software. In order to reduce the harmful impacts on software quality caused by code clones, some clones satisfying certain conditions should be removed by refactoring. However, for subsequent refactoring, those refactor-able code clones should be identified first. In this paper, a method based on SOM (Self Organizing Map) clustering is proposed to identify code clones which can satisfy certain conditions for refactoring. The method has 5 basic steps: code clone detection, refactoring sample selection, data preprocessing, SOM modeling and refactoring opportunity identification. The results of related experiments on 6 open source software show that the method has better precision than the method using single metric, and has better validity than the method using multiple metrics. © 2014 ICIC International.",Article,Final,Scopus
Ebanhesaten K.; Fussl F.-F.; Streitferdt D.,55884010700; 55885137700; 24470533800,Refactoring and automated testing of distributed ERP systems,2013,Proceedings - International Computer Software and Applications Conference,,,6605871,681,684,3,0,10.1109/COMPSACW.2013.105,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885651253&doi=10.1109%2fCOMPSACW.2013.105&partnerID=40&md5=b06793916917dae9b0af9d68530a01a0,"Software development offers various techniques to improve the quality of code. One possibility is Refactoring. It goals are restructuring software code without changing its behavior and improving systems design to make it more extensible and reusable. This can be achieved by very simple renaming of variables and classes up to complex restructuring activities, such as the replacement of inheritance by compositions. Especially large software systems e.g. ERP systems (particular SAP) are developing into heterogeneous application environment over time. For this reason they have to be able to respond to new challenges at the system operating departments continuously, which requires a high degree of extensibility and reusability. This paper summarizes a practical example to show the complexity of SAP FICO systems. It illustrates how the applications source code can be prepared to be more extensible by using specific Refactoring. Moreover, the relationship between Refactoring in ABAP and automated testing of changes in SAP are shown. © 2013 IEEE.",Conference paper,Final,Scopus
Wongpiang R.; Muenchaisri P.,56266623000; 6505797100,Comparing heuristic search methods for selecting sequence of refactoring techniques usage for code changing,2014,Lecture Notes in Engineering and Computer Science,2209,January,,590,595,5,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938262783&partnerID=40&md5=1626ebffd5c2041fcaff52e9a76238c5,"Refactoring is the process of changing the internal structures, that preserves external behaviors of software. To improve software maintainability, we can apply several refactoring techniques to source code; applying different sequence of refactoring techniques to different parts of the source code results in different code changes and different level of software maintainability. This research uses Heuristic Search methods to find a sequence of refactoring techniques usage for code changing from a search space. Each Heuristic Search method has different characteristics and algorithm to reach an optimal result in solving the problem. Heuristic Search methods including Greedy Algorithm, Breadth First Search, Hill Climbing and A? (A Star) are used to search for sequence of refactoring techniques usage from search space and compare the effort and result of the search methods. The purpose of the research is to find the most appropriate Heuristic Search method for searching sequence of refactoring techniques usage with maximum software maintainability and least searching time. The researcher evaluates each Heuristic Search method with source code containing Long Method, Large Class and Feature Envy bad smell. The result shows that Greedy Algorithm shows the best results with maximum software maintainability and the least searching time.",Conference paper,Final,Scopus
Mondal M.; Roy C.K.; Schneider K.A.,7005459894; 36176304400; 7402470734,Automatic identification of important clones for refactoring and tracking,2014,"Proceedings - 2014 14th IEEE International Working Conference on Source Code Analysis and Manipulation, SCAM 2014",,,6975631,11,20,9,30,10.1109/SCAM.2014.11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924918497&doi=10.1109%2fSCAM.2014.11&partnerID=40&md5=13e0aef9cc91eef14595b2d03aca3a2e,"Code cloning is a controversial software engineering practice due to contradictory claims regarding its impacts on software evolution and maintenance. While a number of studies identify some positive aspects of code clones, there is strong empirical evidence of some negative impacts of clones too. Focusing on the issues related to clones researchers suggest to manage code clones through detection, refactoring, and tracking. However, all clones in a software system are not suitable for refactoring or tracking. Thus, it is important to identify which clones we should consider for refactoring and which clones should be considered for tracking. In this research work we apply the concept of evolutionary coupling to identify clones that are important for refactoring or tracking. By mining software evolution history, we determine and analyze constrained association rules of clone fragments that evolved following a particular change pattern called Similarity Preserving Change Pattern and are important from the perspective of refactoring and tracking. According to our investigation with rigorous manual analysis on thousands of revisions of six diverse subject systems covering two programming languages, overall 13.20% of all clones in a software system are important candidates for refactoring, and overall 10.27% of all clones are important candidates for tracking. Our implemented system can automatically identify these important candidates and thus, can help us in better maintenance of code clones in terms of refactoring and tracking. © 2014 IEEE.",Conference paper,Final,Scopus
Amal B.; Kessentini M.; Bechikh S.; Dea J.; Said L.B.,56310669500; 25653537200; 25924742700; 56310645900; 25925454000,On the use of machine learning and search-based software engineering for ill-defined fitness function: A case study on software refactoring,2014,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),8636 LNCS,,,31,45,14,30,10.1007/978-3-319-09940-8_3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958543478&doi=10.1007%2f978-3-319-09940-8_3&partnerID=40&md5=c1149130a3b170bc01bb57adc55db78b,"The most challenging step when adapting a search-based technique for a software engineering problem is the definition of the fitness function. For several software engineering problems, a fitness function is ill-defined, subjective, or difficult to quantify. For example, the evaluation of a software design is subjective. This paper introduces the use of a neural network-based fitness function for the problem of software refactoring. The software engineers evaluate manually the suggested refactoring solutions by a Genetic Algorithm (GA) for few iterations then an Artificial Neural Network (ANN) uses these training examples to evaluate the refactoring solutions for the remaining iterations. We evaluate the efficiency of our approach using six different open-source systems through an empirical study and compare the performance of our technique with several existing refactoring studies. © 2014 Springer International Publishing Switzerland.",Conference paper,Final,Scopus
Lopez C.; Alonso J.M.; Marticorena R.; Maudes J.M.,57203418592; 26660718600; 25925158200; 23091296800,Design of e-activities for the learning of code refactoring tasks,2014,"2014 International Symposium on Computers in Education, SIIE 2014",,,7017701,35,40,5,10,10.1109/SIIE.2014.7017701,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988290605&doi=10.1109%2fSIIE.2014.7017701&partnerID=40&md5=f085938c6a677391f0de881439515ec4,"In this work a number of online e-activities are presented for the process of teaching and learning of code refactoring tasks. The pedagogical design of the set of activities is progressive, according to the levels of knowledge of Bloom's taxonomy. First, activities to help knowing and understanding a concept are proposed, then activities to apply refactorings in the context of small software implementations, and last, the analysis and synthesis of the use of refactorings in software maintenance tasks in open source projects. The resources used to solve the activities are related to those the student may find during their professional career, if oriented towards software development: integrated development environments, task tracking systems and revision control systems. It is also described the use of these e-activities in the context of the course Software Engineering of the Bachelor's Degree in Computer Science at the University of Burgos, and the consequences of the experience are analyzed. © 2014 IEEE.",Conference paper,Final,Scopus
Concas G.; Monni C.; Orrù M.; Ortu M.; Tonelli R.,57105938400; 33568075100; 55982780800; 56313321800; 7004058057,Refactoring clustering in Java software networks,2014,Lecture Notes in Business Information Processing,199,,,121,135,14,0,10.1007/978-3-319-14358-3_11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84917737037&doi=10.1007%2f978-3-319-14358-3_11&partnerID=40&md5=82305946e7e610863a3831c5070c911a,"We present a study on the refactoring activities performed during the evolution of 7 popular Java open source software systems, using a complex network approach. We find that classes affected by refactorings are more likely to be interlinked than others, forming connected subgraphs. Our results show that in a software network, classes linked to refactored classes are likely to be refactored themselves. This result is meaningful because knowing how refactored classes are arranged inside a network could be useful to support developers in maintenance and refactoring activities. © Springer International Publishing Switzerland 2014.",Article,Final,Scopus
Shin W.-C.; Rho J.,7202123698; 13405799500,Implementation of software refactoring operation using a code model,2014,International Journal of Software Engineering and its Applications,8,6,,17,30,13,2,10.14257/ijseia.2014.8.6.02,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902601972&doi=10.14257%2fijseia.2014.8.6.02&partnerID=40&md5=7e7983f996f3a659845bf67131fed08c,"Enhancing software maintenance productivity is very important in the modern information society, where demand for software surges. To enhance productivity, active tool support is necessary. Especially, a refactoring tool that can alter the internal structure of software to more easily understandable and modifiable structure hugely affects software maintenance productivity. This paper proposes a code model to support software maintenance tool developers to easily access and handle software source codes. Also, this paper shows the implementation method of software refactoring operation using the proposed code model. © 2014 SERSC.",Article,Final,Scopus
Winetzhammer S.; Westfechtel B.,49965006900; 6603890434,Propagating model refactorings to graph transformation rules,2014,ICSOFT-PT 2014 - Proceedings of the 9th International Conference on Software Paradigm Trends,,,,17,28,11,2,10.5220/0005098900170028,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908894846&doi=10.5220%2f0005098900170028&partnerID=40&md5=44612377f95ad5dc44c3d7e873159073,"Model-driven software engineering reduces the effort of developing software by replacing low-level programming with the construction of high-level executable models. Refactoring improves the structure of software artifacts without changing external behavior. Originally, refactoring was developed for and applied to (objectoriented) programs. In the context of model-driven software engineering, refactoring has to be applied to both structural and behavioral models. In this paper, we present tool support for model refactoring in ModGraph, a tool which employs Ecore class diagrams for structural modeling and graph transformation rules for behavioral modeling. In particular, we focus on the propagation of refactorings of the structural model into the behavioral model. Copyright © 2014 SCITEPRESS - Science and Technology Publications.",Conference paper,Final,Scopus
Parreira Jr. P.A.; Viana M.C.; Durelli R.S.; De Camargo V.V.; Costa H.A.X.; Penteado R.A.D.,35273395300; 55350300800; 36184908100; 25654526700; 26031311400; 24436870900,Concern-based refactorings supported by class models to reengineer object-oriented software into aspect-oriented ones,2013,ICEIS 2013 - Proceedings of the 15th International Conference on Enterprise Information Systems,2,,,46,57,11,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887691333&partnerID=40&md5=9badfc50e4b286061ca3bcdcecd90c8b,"Reengineering Object-Oriented Software (OO) into Aspect-Oriented Software (AO) is a challenging task, mainly when it is done by means of refactorings in the code-level. The reason for it is that direct transformations from OO code to AO one involve several design decisions due to syntactic and semantic differences of both paradigms. To make this task more controlled and systematic, we can make use of concern-based refactorings supported by models. This type of refactorings concentrates on transforming broader scenarios into a set of context-dependent scenarios, rather than specific ones, as in code-level refactorings. In this paper we propose a set of concern-based refactorings that allows design decisions to be made during the reengineering process, improving the quality of the final models. Two of them are presented in more details in this paper. An example is presented to assess the applicability of the proposed refactorings. Moreover, we also present a case study, in which AO class models created based on the refactorings are compared with AO class models obtained without the aid of these refactorings. The data obtained in this case study indicated to us that the use of the proposed refactorings can improve the efficacy and productivity of a maintenance group during the process of software reengineering.",Conference paper,Final,Scopus
Schmidt M.; Wider A.; Scheidgen M.; Fischer J.; Von Klinski S.,57199866300; 35319130900; 55888332900; 57013968800; 6505927527,Refactorings in language development with asymmetric bidirectional model transformations,2013,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),7916 LNCS,,,222,238,16,4,10.1007/978-3-642-38911-5_13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885802836&doi=10.1007%2f978-3-642-38911-5_13&partnerID=40&md5=e11820ec5499e68c9e5a43da85ca03c1,"Software language descriptions comprise several heterogeneous interdependent artifacts that cover different aspects of languages (abstract syntax, notation and semantics). The dependencies between those artifacts demand the simultaneous adaptation of all artifacts when the language is changed. Changes to a language that do not change semantics are referred to as refactorings. This class of changes can be handled automatically by applying predefined types of refactorings. Refactorings are therefore considered a valuable tool for evolving a language. We present a model transformation based approach for the refactoring of software language descriptions. We use asymmetric bidirectional model transformations to synchronize the various artifacts of language descriptions with a refactoring model that contains all elements that are changed in a particular refactoring. This allows for automatic, type-safe refactorings that also includes the language tooling. We apply this approach to an Ecore, Xtext, Xtend based language description and describe the implementation of a non-trivial refactoring. © 2013 Springer-Verlag.",Conference paper,Final,Scopus
Mahouachi R.; Kessentini M.; Cinnéide M.Ó.,55154472800; 25653537200; 55890614500,Search-based refactoring detection,2013,GECCO 2013 - Proceedings of the 2013 Genetic and Evolutionary Computation Conference Companion,,,,205,206,1,9,10.1145/2464576.2464680,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882358048&doi=10.1145%2f2464576.2464680&partnerID=40&md5=f6cd3479b84e40349cf3be81e6ac7463,"We propose an approach to automate the detection of source code refactoring using structural information. Our approach takes as input a list of possible refactorings, a set of structural metrics and the initial and revised versions of the source code. It generates as output a sequence of detected changes in terms of refactorings. In this case, a solution is defined as the sequence of refactoring operations that minimizes the metrics variation between the revised version of the software and the version yielded by the application of the refactoring sequence to the initial version of the software. We use and adapt global and local heuristic search algorithms to explore the space of possible solutions.",Conference paper,Final,Scopus
Kallen M.; Holmgren S.; Hvannberg E.P.,57209429760; 7007059643; 6506621646,Impact of code refactoring using object-oriented methodology on a scientific computing application,2014,"Proceedings - 2014 14th IEEE International Working Conference on Source Code Analysis and Manipulation, SCAM 2014",,,6975646,125,134,9,14,10.1109/SCAM.2014.21,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924905235&doi=10.1109%2fSCAM.2014.21&partnerID=40&md5=52a887d8ecdf74d2cd5cd50cd90528fb,"Methods and tools for refactoring of software have been extensively studied during the last decades, and we argue that there is now a need for additional studies of the effects of refactoring on code quality and external code attributes such as computational performance. To study these effects, we have refactored the central parts of a code base developed in academia for a class of computationally demanding scientific computing problems. We made design choices on the basis of the SOLID principles and we used object-oriented techniques, such as the Gang of Four patterns, in the implementation. In this paper, we discuss the effect on maintainability qualitatively and also analyze it quantitatively using a set of software metrics extending the Chidamber-Kemerer suite. Not surprisingly, we find that maintainability has increased as an effect of the refactoring. We also study performance and find that dynamic binding, which inhibits in lining by the compiler, in the most frequently executed parts of the code makes the execution times increase by over 700%. By exploiting static polymorphism, we have been able able to reduce the relative increase in execution times to less than 100%. We argue that the code version implementing static polymorphism is less maintainable than the one using dynamic polymorphism, although both versions are considerably more maintainable than the original code. © 2014 IEEE.",Conference paper,Final,Scopus
Cheng Y.C.; Jwo J.-S.; Tsai C.-T.,55487650500; 7003386599; 7404968387,A leading indicator of post-release defect density in refactoring-based software maintenance- A case study,2015,Frontiers in Artificial Intelligence and Applications,274,,,1815,1821,6,0,10.3233/978-1-61499-484-8-1815,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926433472&doi=10.3233%2f978-1-61499-484-8-1815&partnerID=40&md5=c6ed98b0a8df0cfbc4c3c5294866a386,"We look to create a leading indicator to relate, between two consecutive releases of a software product, the changes in post-release defect density to the changes of the internal factors identified as interrelated to refactoring. In the case study that involves a maintenance phase to bring the post-release defect densities of two suites of tools down to within the organization's upper limit, the proposed leading indicator correctly generated the desired negative correlation with the trend of changes in post-release defect density. © 2015 The authors and IOS Press. All rights reserved.",Conference paper,Final,Scopus
Liu H.; Guo X.; Shao W.,56862404100; 55811839400; 55178726400,Monitor-based instant software refactoring,2013,IEEE Transactions on Software Engineering,39,8,6568862,1112,1126,14,42,10.1109/TSE.2013.4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881048345&doi=10.1109%2fTSE.2013.4&partnerID=40&md5=a23b18e13408ed8ba2db4e364e48bae6,"Software refactoring is an effective method for improvement of software quality while software external behavior remains unchanged. To facilitate software refactoring, a number of tools have been proposed for code smell detection and/or for automatic or semi-automatic refactoring. However, these tools are passive and human driven, thus making software refactoring dependent on developers' spontaneity. As a result, software engineers with little experience in software refactoring might miss a number of potential refactorings or may conduct refactorings later than expected. Few refactorings might result in poor software quality, and delayed refactorings may incur higher refactoring cost. To this end, we propose a monitor-based instant refactoring framework to drive inexperienced software engineers to conduct more refactorings promptly. Changes in the source code are instantly analyzed by a monitor running in the background. If these changes have the potential to introduce code smells, i.e., signs of potential problems in the code that might require refactorings, the monitor invokes corresponding smell detection tools and warns developers to resolve detected smells promptly. Feedback from developers, i.e., whether detected smells have been acknowledged and resolved, is consequently used to optimize smell detection algorithms. The proposed framework has been implemented, evaluated, and compared with the traditional human-driven refactoring tools. Evaluation results suggest that the proposed framework could drive inexperienced engineers to resolve more code smells (by an increase of 140 percent) promptly. The average lifespan of resolved smells was reduced by 92 percent. Results also suggest that the proposed framework could help developers to avoid similar code smells through timely warnings at the early stages of software development, thus reducing the total number of code smells by 51 percent. © 1976-2012 IEEE.",Article,Final,Scopus
Zanetti M.S.; Tessone C.J.; Scholtes I.; Schweitzer F.,55319930500; 6602779977; 19639626000; 7005771861,Automated software remodularization based on move refactoring a complex systems approach,2014,MODULARITY 2014 - Proceedings of the 13th International Conference on Modularity (Formerly AOSD),,,,73,83,10,20,10.1145/2577080.2577097,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900026001&doi=10.1145%2f2577080.2577097&partnerID=40&md5=b6a1415821513986440ed3397426e57e,"Modular design is a desirable characteristic of complex software systems that can significantly improve their comprehensibility, maintainability and thus quality. While many software systems are initially created in a modular way, over time modularity typically degrades as components are reused outside the context where they were created. In this paper, we propose an automated strategy to re-modularize software based on move refactoring, i.e. moving classes between packages without changing any other aspect of the source code. Taking a complex systems perspective, our approach is based on complex networks theory applied to the dynamics of software modular structures and its relation to an n-state spin model known as the Potts Model. In our approach, nodes are probabilistically moved between modules with a probability that nonlinearly depends on the number and module membership of their adjacent neighbors, which are defined by the underlying network of software dependencies. To validate our method, we apply it to a dataset of 39 JAVA open source projects in order to optimize their modularity. Comparing the source code generated by the developers with the optimized code resulting from our approach, we find that modularity (i.e. quantified in terms of a standard measure from the study of complex networks) improves on average by 166 ± 77 percent. In order to facilitate the application of our method in practical studies, we provide a freely available ECLIPSE plug-in. Copyright © 2014 ACM.",Conference paper,Final,Scopus
Feldthaus A.; Møller A.,54395199400; 57195116933,Semi-automatic rename refactoring for javascript,2013,"Proceedings of the Conference on Object-Oriented Programming Systems, Languages, and Applications, OOPSLA",,,,323,337,14,19,10.1145/2509136.2509520,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888139847&doi=10.1145%2f2509136.2509520&partnerID=40&md5=51b1df238e31cb52f2826eceb7b5477b,"Modern IDEs support automated refactoring for many programming languages, but support for JavaScript is still primitive. To perform renaming, which is one of the fundamental refactorings, there is often no practical alternative to simple syntactic search-and-replace. Although more sophisticated alternatives have been developed, they are limited by wholeprogram assumptions and poor scalability. We propose a technique for semi-automatic refactoring for JavaScript, with a focus on renaming. Unlike traditional refactoring algorithms, semi-automatic refactoring works by a combination of static analysis and interaction with the programmer.With this pragmatic approach, we can provide scalable and effective refactoring support for realworld code, including libraries and incomplete applications. Through a series of experiments that estimate how much manual effort our technique demands from the programmer, we show that our approach is a useful improvement compared to search-and-replace tools.",Conference paper,Final,Scopus
Gligoric M.; Schulte W.; Prasad C.; Van Velzen D.; Narasamdya I.; Livshits B.,26221765900; 7102823689; 56396187100; 56396385200; 13007832300; 12139816400,Automated migration of build scripts using dynamic analysis and search-based refactoring,2014,ACM SIGPLAN Notices,49,10,,599,616,17,17,10.1145/2660193.2660239,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920864599&doi=10.1145%2f2660193.2660239&partnerID=40&md5=52e6a2b04fca6faddefedab84f1ae109,"The efficiency of a build system is an important factor for developer productivity. As a result, developer teams have been increasingly adopting new build systems that allow higher build parallelization. However, migrating the existing legacy build scripts to new build systems is a tedious and error-prone process. Unfortunately, there is insufficient support for automated migration of build scripts, making the migration more problematic. We propose the first dynamic approach for automated migration of build scripts to new build systems. Our approach works in two phases. First, from a set of execution traces, we synthesize build scripts that accurately capture the intent of the original build. The synthesized build scripts are typically long and hard to maintain. Second, we apply refactorings that raise the abstraction level of the synthesized scripts (e.g., introduce functions for similar fragments). As different refactoring sequences may lead to different build scripts, we use a search-based approach that explores various sequences to identify the best (e.g., shortest) build script. We optimize search-based refactoring with partial-order reduction to faster explore refactoring sequences. We implemented the proposed two-phase migration approach in a tool called Metamorphosis that has been recently used at Microsoft. Copyright © 2014 ACM.",Article,Final,Scopus
Raab F.; Wolff C.; Echtler F.,54791447800; 57203714801; 24821578300,RefactorPad: Editing source code on touchscreens,2013,EICS 2013 - Proceedings of the ACM SIGCHI Symposium on Engineering Interactive Computing Systems,,,,223,228,5,11,10.1145/2480296.2480317,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880569464&doi=10.1145%2f2480296.2480317&partnerID=40&md5=60e38a2a39d93a321be8fa1686f66934,"Despite widespread use of touch-enabled devices, the field of software development has only slowly adopted new interaction methods for available tools. In this paper, we present our research on RefactorPad, a code editor for editing and restructuring source code on touchscreens. Since entering and modifying code with on-screen keyboards is time-consuming, we have developed a set of gestures that take program syntax into account and support common maintenance tasks on devices such as tablets. This work presents three main contributions: 1) a test setup that enables researchers and participants to collaboratively walk through code examples in real-time; 2) the results of a user study on editing source code with both finger and pen gestures; 3) a list of operations and some design guidelines for creators of code editors or software development environments who wish to optimize their tools for touchscreens. Copyright © 2013 ACM.",Conference paper,Final,Scopus
Gligoric M.; Schulte W.; Prasad C.; Van Velzen D.; Narasamdya I.; Livshits B.,26221765900; 7102823689; 56396187100; 56396385200; 13007832300; 12139816400,Automated migration of build scripts using dynamic analysis and search-based refactoring,2014,"Proceedings of the Conference on Object-Oriented Programming Systems, Languages, and Applications, OOPSLA",,,,599,616,17,13,10.1145/2660193.2660239,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908283939&doi=10.1145%2f2660193.2660239&partnerID=40&md5=041abb513a5d68d649bc616ec96be96a,"The efficiency of a build system is an important factor for developer productivity. As a result, developer teams have been increasingly adopting new build systems that allow higher build parallelization. However, migrating the existing legacy build scripts to new build systems is a tedious and error-prone process. Unfortunately, there is insufficient support for automated migration of build scripts, making the migration more problematic. Copyright 2014 ACM.; We propose the first dynamic approach for automated migration of build scripts to new build systems. Our approach works in two phases. First, from a set of execution traces, we synthesize build scripts that accurately capture the intent of the original build. The synthesized build scripts are typically long and hard to maintain. Second, we apply refactorings that raise the abstraction level of the synthesized scripts (e.g., introduce functions for similar fragments). As different refactoring sequences may lead to different build scripts, we use a search-based approach that explores various sequences to identify the best (e.g., shortest) build script. We optimize search-based refactoring with partial-order reduction to faster explore refactoring sequences. We implemented the proposed two-phase migration approach in a tool called Metamorphosis that has been recently used at Microsoft.",Conference paper,Final,Scopus
Mandal M.; Roy C.K.; Schneider K.A.,56111903100; 36176304400; 7402470734,Automatic ranking of clones for refactoring through mining association rules,2014,"2014 Software Evolution Week - IEEE Conference on Software Maintenance, Reengineering, and Reverse Engineering, CSMR-WCRE 2014 - Proceedings",,,6747161,114,123,9,44,10.1109/CSMR-WCRE.2014.6747161,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898404595&doi=10.1109%2fCSMR-WCRE.2014.6747161&partnerID=40&md5=8d265a0112b682f3dd87c634014a02a1,"In this paper, we present an in-depth empirical study on identifying clone fragments that can be important refactoring candidates. We mine association rules among clones in order to detect clone fragments that belong to the same clone class and have a tendency of changing together during software evolution. The idea is that if two or more clone fragments from the same class often change together (i.e., are likely to co-change) preserving their similarity, they might be important candidates for refactoring. Merging such clones into one (if possible) can potentially decrease future clone maintenance effort. We define a particular clone change pattern, the Similarity Preserving Change Pattern (SPCP), and consider the cloned fragments that changed according to this pattern (i.e., the SPCP clones) as important candidates for refactoring. For the purpose of our study, we implement a prototype tool called MARC that identifies SPCP clones and mines association rules among these. The rules as well as the SPCP clones are ranked for refactoring on the basis of their change-proneness. We applied MARC on thirteen subject systems and retrieved the refactoring candidates for three types of clones (Type 1, Type 2, and Type 3) separately. Our experimental results show that SPCP clones can be considered important candidates for refactoring. Clones that do not follow SPCP either evolve independently or are rarely changed. By considering SPCP clones for refactoring we not only can minimize refactoring effort considerably but also can reduce the possibility of delayed synchronizations among clones and thus, can minimize inconsistencies in software systems. © 2014 IEEE.",Conference paper,Final,Scopus
