Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Document Type,Publication Stage,Source
Mucha J.; Snaprud M.; Nietzio A.,57190190502; 14523460600; 14523208700,Web page clustering for more efficient website accessibility evaluations,2016,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),9758,,,259,266,7,4,10.1007/978-3-319-41264-1_35,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978226020&doi=10.1007%2f978-3-319-41264-1_35&partnerID=40&md5=95aec371cd35c8daa1f7d091bfdfd7ea,"Despite advances in the legal framework to assure web accessibility people with disabilities still find barriers hindering websites access. The European Internet Inclusion Initiative (EIII) has delivered methods and tools to carry out large scale evaluations of websites. The tools have been used to carry out 180 million tests on 540, 000 web pages to check 1065 websites at a rate of about 7 sites per hour. This paper outlines an approach to reduce the number of web pages needed to compute accessibility scores. The suggested approach relies on machine learning to cluster the web pages according to the barriers detected and to select representative pages for the score calculation. Analysis of the experimental results has confirmed the validity of the accessibility test result as a new feature for clustering web pages, which is planned to be implemented in the EIII website checker tools. © Springer International Publishing Switzerland 2016.",Conference paper,Final,Scopus
Bernard R.; Sabariego C.; Baldwin D.; Abou-Zahra S.; Cieza A.,56964753800; 35574880300; 24512223000; 14521809600; 7003997766,Better-project: Web accessibility for persons with mental disorders,2015,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),9171,,,25,34,9,4,10.1007/978-3-319-21006-3_3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947336886&doi=10.1007%2f978-3-319-21006-3_3&partnerID=40&md5=312616c8e83f4674923fd8937621cd31,"The paper outlines a methodology proposed to give impetus to a collaborative effort involving integral stakeholders to determine whether Web accessibility facilitation measures must be adapted for people with depression and anxiety, and if so, in what way(s). The methodology has three-phases: (1) identification of Web accessibility barriers using two data sources: a systematic review of pertinent literature and focus group interviews with people with depression and anxiety; (2) validation of current Web accessibility facilitation measures for this population using experimental user-testing; (3) provision of expertise-based recommendations for the improvement of Web accessibility facilitation measures using a delphi method. If adopted, the study’s findings are expected to herald improvements in the Web browsing experiences of people with depression and anxiety, and also everyone else who use the Web. © Springer International Publishing Switzerland 2015.",Conference paper,Final,Scopus
Glusker A.,6508190234,Urban public libraries do not yet meet benchmarks for web accessibility by individuals with disabilities,2015,Evidence Based Library and Information Practice,10,2,,144,146,2,3,10.18438/b8pw32,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84932129096&doi=10.18438%2fb8pw32&partnerID=40&md5=f5718d4589084c0dea01e0dc243bd654,"Objective: To determine the extent to which urban public libraries in the United States of America provide web sites which are readily accessible to individuals with disabilities with reference to the Urban Library Council's EDGE initiative (specifically Benchmark 11, ""Technology Inclusiveness""). Design: Web site evaluation. Setting: Urban public libraries in the United States of America. Subjects: The 127 library systems, which were both members of the Urban Libraries Council at the time of the study and located in the United States of America. Methods: Using the ""everyday life information seeking"" conceptual framework, an assessment of each of the web sites of the purposive sample of public library systems was performed by an online evaluation tool as well as visually and physically to determine web accessibility and, by extension, technology inclusiveness. Main Results: The results of the online accessibility evaluation tool revealed that not one of the sites surveyed was free of errors or alerts. Contrast errors (related to color combinations), missing alternative text (providing text alternatives for visual elements), and missing form labels (thereby preventing screen readers from performing searches and navigating to results) were the most common problems. Results of visual and physical scans revealed that many sites lacked specific links and/or resources for persons with disabilities, as well as noting that the resources available used oblique language and required many clicks to access. In addition, the vast majority neglected to feature links to national resources such as the National Library Service for the Blind and Physically Handicapped. Conclusions: The web sites of urban public libraries are not yet completely accessible for persons with disabilities. At the very least they need coding fixes and ongoing maintenance to address the kinds of issues found by the online web evaluation tool used. In addition, resources for disabled persons should be prominently and clearly linked and promoted. Further research is called for, both in non-urban library systems and in testing a wider range of access technologies. Improvement efforts should acknowledge that web design that improves access for persons with disabilities serves the broader community as well. © 2015.",Article,Final,Scopus
Acosta-Vargas P.; Luján-Mora S.; Salvador-Ullauri L.,57192678428; 6603381780; 57192689183,Quality evaluation of government websites,2017,"2017 4th International Conference on eDemocracy and eGovernment, ICEDEG 2017",,,7962507,8,14,6,25,10.1109/ICEDEG.2017.7962507,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026826551&doi=10.1109%2fICEDEG.2017.7962507&partnerID=40&md5=82685c25ac7e51e4177d3c065d921bfc,"This article describes a study on the quality evaluation of governmental websites of 20 countries with the highest level of competitiveness. The accessibility assessment was carried out to verify compliance with the Web Content Accessibility Guidelines 2.0 (WCAG 2.0) published by the World Wide Web Consortium (W3C). The main goal of this study is to determine whether people with disabilities are able to access and use government websites. In addition, we considered the Website Accessibility Conformance Evaluation Methodology (WCAG-EM) to determine how easily a website can be accessed according to WCAG 2.0. The WCAG-EM provides guidance on how to use the methodology and considerations for specific situations. From the results, we conclude that the majority of the websites do not achieve an acceptable level of compliance. The websites of governmental institutions with the highest level of competitiveness do not show a greater level of web accessibility. Several non-compliance errors were found on the websites; by performing this evaluation, we have identified that there are major barriers for a large number of users. Therefore, there is significant work pending to make the websites examples of best practice in e-government sites. © 2017 IEEE.",Conference paper,Final,Scopus
Pereira L.S.; Ferreira S.B.L.; Archambault D.,56104146500; 36617265100; 22833711800,Preliminary Web Accessibility Evaluation Method through the Identification of Critical Items with the Participation of Visually Impaired Users,2015,Procedia Computer Science,67,,,77,86,9,7,10.1016/j.procs.2015.09.251,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962852761&doi=10.1016%2fj.procs.2015.09.251&partnerID=40&md5=814aed1a297685704147f7faf3072d7e,"In order to ensure the access of the visually impaired to all information provided online it is necessary to remove existing barriers on the websites through several existent approaches, from recommendations to web development to validations of existing websites. The issues on navigating through the web that are detected only during the user's interactions on the sites, creates a need to evaluate this user's interactions aiming to ensure the web accessibility. So, in this scenery, this study uses previous researches on the subject and web accessibility rates in order to identify those barriers commonly founded by these users with total visual impairment, as well as to come up with a list of recommendations in order to optimize the evaluation process. © 2015 The Authors.",Conference paper,Final,Scopus
Bühler C.; Heck H.; Nietzio A.; Berker F.; Snaprud M.,7004676133; 7005098621; 14523208700; 57023817100; 14523460600,"Better questions, better answers: Structured web accessibility evaluations for non-experts",2015,Studies in Health Technology and Informatics,217,,,134,141,7,0,10.3233/978-1-61499-566-1-134,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952016773&doi=10.3233%2f978-1-61499-566-1-134&partnerID=40&md5=8ce9b581a7dca71f865d29a873829097,Large scale benchmarking of web accessibility can benefit from human input to complement results produced by automatic evaluation tools. This paper presents a novel method that enables non-experts to provide input on web accessibility. The semi-automatic approach guides the evaluators through a structured process with clear instructions. We present a template to describe different types of user input and an outline of the empirical validation. © 2015 The authors and IOS Press. All rights reserved.,Conference paper,Final,Scopus
Al-Mouh N.; Al-Khalifa H.S.,56083941300; 16241119700,Enhancing web accessibility by implementing context aware proxy,2016,International Journal of Web Information Systems,12,2,,201,214,13,2,10.1108/IJWIS-11-2015-0037,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977079567&doi=10.1108%2fIJWIS-11-2015-0037&partnerID=40&md5=5fe3237810d2fa2fab21e48ea99e8e09,"Purpose - Millions of visually impaired people (VIP) in the world still face difficulties browsing the Web and accessing information. This paper aims to present a proxy service that takes advantage of the concept of context-aware to help contextualizing web pages for visually impaired users. Design/methodology/approach - The VIP-aware proxy combines five components to utilize the user preferences, adapts the requested web page and reorganizes its content to best match the preferences set by the user. This new scenario will assist VIP in browsing the Web more effectively. Findings - A preliminary evaluation of the system resulted in general user satisfaction. Practical implications - The VIP-aware proxy will provide users with a clean, accessible web page, save them time when screen readers examine content related to their preferences and save them money when unnecessary content is not downloaded. Originality/value - The VIP-aware proxy presented in this paper is the first of its kind targeting VIP. © Emerald Group Publishing Limited.",Article,Final,Scopus
Crespo R.G.; Espada J.P.; Burgos D.,57221209077; 55033923300; 8937994100,Social4all: Definition of specific adaptations in Web applications to improve accessibility,2016,Computer Standards and Interfaces,48,,,1,9,8,20,10.1016/j.csi.2016.04.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964344222&doi=10.1016%2fj.csi.2016.04.001&partnerID=40&md5=566c3bf63b6511e0415e088ad4388bc7,"Web accessibility guidelines help developers to create websites which can more easily be used by people with different limitations. The principles and techniques of accessibility focus on the suitable use of standard Web components, alternative methods to present information, and alternatives to facilitate user interaction. Currently, the biggest part in creating accessible websites is played by Web developers, because they manage the page code. Unfortunately, there are millions of websites which do not follow accessibility guidelines, as this usually requires great effort and knowledge of accessibility issues. This research aims to create a platform, based on a novel approach, which allows a set of accessibility problems to be solved without modifying the original page code. The proposed platform is able to analyse websites and detect many accessibility problems automatically; after this, a guided assistant is used to offer adequate solutions to each detected problem. The assistant tries to abstract references to Web implementation issues and to explain every accessibility problem in an understandable way for non-technical people. This new approach could be useful to improve the level of accessibility of many websites for people besides Web developers. © 2016 Elsevier B.V. All rights reserved.",Article,Final,Scopus
Chen W.; Kessel S.; Sanderson N.C.; Tatara N.,22333571600; 56073262700; 55204868800; 23390705400,Testing universal design of a public media website with diverseUsers,2016,Studies in Health Technology and Informatics,229,,,141,142,1,0,10.3233/978-1-61499-684-2-141,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988458246&doi=10.3233%2f978-1-61499-684-2-141&partnerID=40&md5=efeff81ba04cb9d53a92b0ff2a746599,"Testing with users can identify more issues than other testing methods. Many researchers have argued for the importance of user testing in Universal Design. However, testing Universal Design with diverse users poses many challenges. In this paper we will share our experience with testing the Universal Design of a public media website with real users. We discuss the challenges faced and lessons learned in the process. © 2016 The authors and IOS Press.",Conference paper,Final,Scopus
Hong S.G.; Kim D.W.; Trimi S.; Hyun J.H.,7405765815; 57161075800; 8686568700; 56747239800,A Delphi study of factors hindering web accessibility for persons with disabilities,2015,Journal of Computer Information Systems,55,4,,28,34,6,15,10.1080/08874417.2015.11645784,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938327872&doi=10.1080%2f08874417.2015.11645784&partnerID=40&md5=855f195be45b15a79564ba7496993acd,"The importance of the web is increasing, not only as a communication channel but also in enhancing the quality of life for many. Accordingly, there is a growing interest in web accessibility (WA), which involves the creation of an environment in which everyone can equally access and use the web. WA is especially important to those who have disability as it can directly influence their quality of life. This study explores the factors that hinder WA for persons with disabilities and how can they be alleviated. Using a Delphi method, study showed that the main factors hindering web accessibility are lack of the following: publicity and awareness; management's interest; institutional or financial support from the government; objective evaluations of accessibility compliance; availability of experts; accessibility education and relevant educational institutions; the understanding of accessibility compliance. Being one of few pioneering WA studies, this research contributes to both theory and practice.",Article,Final,Scopus
Zhang M.; Wang C.; Bu J.; Li L.; Yu Z.,56593815400; 56017252400; 55684269900; 57195133109; 56589267500,An optimal sampling method for web accessibility quantitative metric and its online extension,2017,Internet Research,27,5,,1190,1208,18,1,10.1108/IntR-07-2016-0205,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049167598&doi=10.1108%2fIntR-07-2016-0205&partnerID=40&md5=34d31913e9336e4cababf8b855f8d19b,"Purpose: As existing studies show the accuracy of sampling methods depends heavily on the evaluation metric in web accessibility evaluation, the purpose of this paper is to propose a sampling method OPS-WAQM optimized for Web Accessibility Quantitative Metric (WAQM). Furthermore, to support quick accessibility evaluation or real-time website accessibility monitoring, the authors also provide online extension for the sampling method. Design/methodology/approach: In the OPS-WAQM method, the authors propose a minimal sampling error model for WAQM and use a greedy algorithm to approximately solve the optimization problem to determine the sample numbers in different layers. To make OPS-WAQM online, the authors apply the sampling in crawling strategy. Findings: The sampling method OPS-WAQM and its online extension can both achieve good sampling quality by choosing the optimal sample numbers in different layers. Moreover, the online extension can also support quick accessibility evaluation by sampling and evaluating the pages in crawling. Originality/value: To the best of the authors’ knowledge, the sampling method OPS-WAQM in this paper is the first attempt to optimize for a specific evaluation metric. Meanwhile, the online extension not only greatly reduces the serious I/O issues in existing web accessibility evaluation, but also supports quick web accessibility evaluation by sampling in crawling. © 2017, © Emerald Publishing Limited.",Article,Final,Scopus
Harper S.; Moon A.A.; Vigo M.; Brajnik G.; Yesilada Y.,7102941677; 57040702800; 14523664500; 6603009854; 8454176800,DOM block clustering for enhanced sampling and evaluation,2015,W4A 2015 - 12th Web for All Conference,,,15,,,,5,10.1145/2745555.2746649,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953371935&doi=10.1145%2f2745555.2746649&partnerID=40&md5=f416ef0ac8411eddfce95c756146cad1,"Large websites are difficult to evaluate for Web Accessibility compliance due to the shear number of pages, the inaccuracy of current Web evaluation engines, and the W3C stated need to include human evaluators within the testing regime. This makes evaluating large websites all-but technically unfeasible. Therefore, sampling of the pages becomes a critical first step in the evaluation process. Current methods rely on drawing random samples, best guess samples, or convenience samples. In all cases the evaluation results cannot be trusted because the underlying structure and nature of the site are not known; they are missing 'website demographics'. By understanding the quantifiable statistics of a given population of pages we are better able to decide on the coverage we need for a full review, as well as the sample we need to draw in order to enact an evaluation. Our solution is to crawl a website comparing, and then clustering, the pages discovered based on Document Object Model block level similarity. This technique can be useful in reducing very large sites to a more manageable size, and allowing an 80% coverage by evaluating between ? 0.1-4% of pages; additionally, by refining our clustering algorithm, we discuss how this could be reduced further. Copyright 2015 ACM.",Conference paper,Final,Scopus
Savva A.; Petrie H.; Power C.,57202824192; 12759866100; 35077282200,Comparing concurrent and retrospective verbal protocols for blind and sighted users,2015,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),9296,,,55,71,16,5,10.1007/978-3-319-22701-6_5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945574443&doi=10.1007%2f978-3-319-22701-6_5&partnerID=40&md5=34f614136c3c233bbbcfab6f5de56f2d,"Verbal protocols are widely used in user studies for evaluating websites. This study investigated the effectiveness and efficiency of concurrent and retrospective verbal protocols (CVP and RVP) for both blind and sighted participants, as well as participant workload and attitudes towards these methods. Eight blind and eight sighted participants undertook both protocols in a website evaluation. RVP was more effective as measured by problems encountered for both groups, although it was no more efficient than CVP. The severity of problems identified by both protocols was equivalent. As measured on the NASA TLX, participants found RVP found more demanding than CVP. Sighted participants found rating problems during CVP more disruptive than blind participants. These results show that RVP is a more useful protocol for practitioners and researchers even though it takes more time and is more demanding for participants. It is equally applicable for both blind and sighted participants. © IFIP International Federation for Information Processing 2015.",Conference paper,Final,Scopus
Acosta-Vargas P.; Luján-Mora S.; Acosta T.; Salvador-Ullauri L.,57192678428; 6603381780; 57200384739; 57192689183,Toward a combined method for evaluation of web accessibility,2018,Advances in Intelligent Systems and Computing,721,,,602,613,11,22,10.1007/978-3-319-73450-7_57,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041016983&doi=10.1007%2f978-3-319-73450-7_57&partnerID=40&md5=42f3ab71891055d0ada8f89b89d53a41,"This study describes the problems of web accessibility, especially for people with disabilities, as external conditions can distort user behavior and limit the data that can be obtained. Several studies recommend combining some methods with each other to achieve better results. This article proposes a combined approach, with the application of automatic and heuristic tools to make websites more accessible. In this study, we apply the Web Site Accessibility Assessment Methodology (WCAG-EM) considered in the Web Content Accessibility Guidelines 2.0 (WCAG 2.0). From the results, we conclude that most tested websites can achieve an acceptable level of compliance. We propose that future work can focus on optimizing this combined approach, also this study can serve as a guide to help develop more inclusive websites. © Springer International Publishing AG 2018.",Conference paper,Final,Scopus
Zhang M.; Wang C.; Yu Z.; Shen C.; Bu J.,56593815400; 56017252400; 56589267500; 57211972412; 55684269900,Active learning for web accessibility evaluation,2017,"Proceedings of the 14th Web for All Conference, W4A 2017",,,a16,,,,4,10.1145/3058555.3058559,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025666049&doi=10.1145%2f3058555.3058559&partnerID=40&md5=f85d6b48aab22194132106567457f8a4,"To evaluate the accessibility level of a website, we need to obtain the accessibility evaluation results of the pages in this website. Due to the massive number of pages in a website and possible involvement of human inspection for conformance checking, directly evaluating all the pages is prohibitively expensive. In practice, we usually select a representative sample for accessibility evaluation of the whole site. This makes the evaluation results heavily dependent on the pages selected. Undersampling may lead to a large bias in evaluation. But oversampling will incur high evaluation expense. To address this issue, this paper proposes a semi-supervised machine learning method, called active-prediction, to obtain the accessibility evaluation results for all pages in a site. Active-prediction casts the website accessibility evaluation into a prediction problem by building learning models for each checkpoint in evaluation and consequently avoids the expensive cost in human inspection. To achieve a higher prediction accuracy with only a small number of training data, active-prediction exploits active learning techniques to select the most informative pages to train the models. Experimental results show that the active-prediction could achieve a high accuracy on predicting the accessibility results and better reflect the accessibility level of the websites than the existing methods. ?Theory of computation, Theory and algorithms for application domains, Machine learning theory, Active learning ?Human-centered computing, Accessibility, Accessibility design and evaluation methods. © 2017 ACM.",Conference paper,Final,Scopus
Angkananon K.; Wald M.; Ploadaksorn P.,55787013400; 23398970900; 57195061334,Developing and evaluating a Thai website accessibility checker,2017,Communications in Computer and Information Science,713,,,3,10,7,2,10.1007/978-3-319-58750-9_1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025145255&doi=10.1007%2f978-3-319-58750-9_1&partnerID=40&md5=ef2cae51abcef1cbcbfe80a71bc12b97,"This research addresses the lack of a method to help with the evaluation of the accessibility of Thai websites and web applications by developing and evaluating an online tool with developers, experts and disabled users. The results suggest it is reliable and valid. Future work will extend the evaluation criteria for mobile accessibility. © Springer International Publishing AG 2017.",Conference paper,Final,Scopus
Carvalho L.P.; Ferreira L.P.; Freire A.P.,57188750840; 57188751536; 58856510800,Accessibility evaluation of Rich Internet Applications interface components for mobile screen readers,2016,Proceedings of the ACM Symposium on Applied Computing,04-08-April-2016,,,181,186,5,15,10.1145/2851613.2851680,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975867907&doi=10.1145%2f2851613.2851680&partnerID=40&md5=9d38d4fa6b8f53df43877a51ddf559b4,"The growth in the use of mobile devices to use Websites has made it important to carefully consider how accessible they are to disabled users. In particular, the accessibility of Rich Internet Applications (RIA) poses serious challenges for visually impaired users employing screen readers. In this study, we performed an accessibility evaluation of a sample of 25 interface components from the Bootstrap front-end framework. The evaluation involved conformance analyses of the components with the Accessible Rich Internet Applications (ARIA) 1.0 and expert manual evaluations of interfaces using Android's TalkBack and Apple iOS's VoiceOver screen readers. The results showed that the sampled interface components were in conformance with ARIA's techniques. However, in the empirical tests, 10 of 25 components in TalkBack and 4 of 25 components in VoiceOver, showed accessibility problems that can cause serious issues to visually impaired users on mobile devices. This shows that developers need to be aware of mobile devices' screen readers limitations even when implementing compliant interface components, and that more work needs to be done to provide more satisfactory interaction for RIA to be used by visually impaired users on mobile devices. © 2016 ACM.",Conference paper,Final,Scopus
Áfio A.C.; Carvalho A.T.; Caravalho L.V.; Silva A.S.; Pagliuca L.M.,57196072242; 57196064774; 57196061986; 57196062625; 14042313700,Accessibility assessment of assistive technology for the hearing impaired; [Avaliação da acessibilidade de tecnologia assistiva para surdos],2016,Revista brasileira de enfermagem,69,5,,833,839,6,9,10.1590/0034-7167.2016690503,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031706788&doi=10.1590%2f0034-7167.2016690503&partnerID=40&md5=0b7d03f7e63f564d6dbbce410e7b4328,"Method:: evaluation study guided by the Assessment and Maintenance step proposed in the Model of Development of Digital Educational Material. The software Assessor and Simulator for the Accessibility of Sites (ASES) was used to analyze the online course ""Education on Sexual and Reproductive Health: the use of condoms"" according to the accessibility standards of national and international websites.; Results:: an error report generated by the program identified, in each didactic module, one error and two warnings related to two international principles and six warnings involved with six national recommendations. The warnings relevant to hearing-impaired people were corrected, and the course was considered accessible by automatic assessment.; Conclusion:: we concluded that the pages of the course were considered, by the software used, appropriate to the standards of web accessibility.; Objective:: to assess the automatic accessibility of assistive technology in online courses for the hearing impaired.",Article,Final,Scopus
Rau P.-L.P.; Zhou L.; Sun N.; Zhong R.,7003915521; 36562951200; 55295917900; 56344354600,Evaluation of web accessibility in China: changes from 2009 to 2013,2016,Universal Access in the Information Society,15,2,,297,303,6,20,10.1007/s10209-014-0385-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027918578&doi=10.1007%2fs10209-014-0385-9&partnerID=40&md5=92a7f401c1ceb688f8400052ed9ac53b,"The objective of this study was to provide an overview of the status of web accessibility in China and to reveal any improvements during the period 2009 to 2013. Two evaluation studies were carried out in 2009 and 2013, respectively. Thirty-eight popular Chinese websites were evaluated in 2009 and fifty in 2013 with reference to the Web Content Accessibility Guidelines 1.0 (WCAG). The studies applied the conformance evaluation method with the help of the automatic evaluation tool Hera. The evaluation results indicated that none of the surveyed websites passed all the checkpoints of Priority 1 in both studies, which means no website met the minimum requirement for web accessibility. The average level of web accessibility worsened between 2009 and 2013 due to the increase of website complexity and the amount of content. However, e-government websites had made some significant improvement during these 4 years, which indicated that the government had realized the web accessibility issues and made some effort to address them. The evaluation also revealed five major accessibility barriers existing in both studies, and these barriers also served as technical suggestions for web content providers. The web accessibility of Chinese websites is far from satisfactory, and it is getting worse from 2009 to 2013. However, e-government websites had improved significantly in regards to accessibility due to the release of accessibility regulations. Thus, the reason that explains low web accessibility in China is the lack of awareness rather than lack of technical skills. © 2014, Springer-Verlag Berlin Heidelberg.",Article,Final,Scopus
Baazeem I.S.; Al-Khalifa H.S.,57189262163; 16241119700,Advancements in web accessibility evaluation methods: How far are we?,2015,"17th International Conference on Information Integration and Web-Based Applications and Services, iiWAS 2015 - Proceedings",,,90,,,,21,10.1145/2837185.2843850,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84967016903&doi=10.1145%2f2837185.2843850&partnerID=40&md5=aa3256079088cf039e2c1a47a67a66d6,"Achieving web accessibility has become a global aim nowadays, especially with the significant inclusion of the Internet in our daily lives. There exist different accessibility evaluation methods that support web developers and designers during websites' development life cycle, and each has different benefits and drawbacks. However, many studies show that there is a continued lack of equality between disabled and non-disabled people in benefitting from the web, especially with the prolonged growth of web development standards and techniques, which raises a demand for continuous improvement in web accessibility evaluation methods in order to gain reliable results. Given this demand, our paper investigates the advancements in web accessibility evaluation methods for the past five years (2011-2015). The results reveal a lack of significant evolution of these evaluation methods. Based on our findings, more efforts are required for enhancing accessibility evaluation techniques in order to achieve better web accessibility. © 2015 ACM.",Conference paper,Final,Scopus
,,"2016 15th International Conference on Information Technology Based Higher Education and Training, ITHET 2016",2016,"2016 15th International Conference on Information Technology Based Higher Education and Training, ITHET 2016",,,,,,377,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007353173&partnerID=40&md5=febb1bc5683b2572232c30d115dd060e,"The proceedings contain 65 papers. The topics discussed include: interactive modules in a MOOC; a direct method for measuring user experience in e-government portals; is there consistency in grade allocation when assessing student presentations?; a professional development workshop on advanced computing technologies for high and middle school teachers; learning with educational apps - a qualitative study of the most popular free apps in Norway; competition, strategy and critical attributes in higher education in the Slovak Republic; interactive learning environment for practical programming language based on web service; technopolises, SMEs, funding agencies and IT - roles in engineering education; evaluation of the web accessibility of higher-education websites; analyzing the perception, judgment and understanding of ethics among engineering students in higher education; optimizing collaborative learning path by ant's optimization technique in e-learning system; MATLAB/Simulink based restructuring of the first automatic control course in engineering curricula; university - industry partnership in the context of regional and local development; and CoUnSiL: a video conferencing environment for interpretation of sign language in higher education.",Conference review,Final,Scopus
Balsells L.A.C.; González J.C.G.; Balsells M.A.C.; Chamorro V.A.P.,57194491657; 57194490995; 57210029137; 57200090030,Web accessibility of public universities in Andalusia; [La accesibilidad de los portales web de las universidades públicas andaluzas],2017,Revista Espanola de Documentacion Cientifica,40,2,e169,,,,13,10.3989/redc.2017.2.1372,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020475227&doi=10.3989%2fredc.2017.2.1372&partnerID=40&md5=edc94dfc8487dddb3f725af1fb865690,"This paper describes an analysis conducted in 2015 to evaluate the accessibility of content on Andalusian public university websites. In order to determinate whether these websites are accessible, an assessment has been carried out to check conformance with the latest Web Content Accessibility Guidelines (WCAG 2.0) established by the World Wide Web Consortium (W3C). For this purpose, we have designed a methodology for analysis that combines the use of three automatic tools (eXaminator, MINHAP web accessibility tool, and TAW) with a manual analysis to provide a greater reliability and validity of the results. Although the results are acceptable overall, a detailed analysis shows that more is still needed for achieving full accessibility for the entire university community. In this respect, we suggest several corrections to common accessibility errors for facilitating the design of university web portals. © 2017 CSIC.",Article,Final,Scopus
,,"25th International Conference on Information Systems Development, ISD 2016",2016,"25th International Conference on Information Systems Development, ISD 2016",,,,,,625,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995960288&partnerID=40&md5=5a91b04c4e1ceeac1daf58aeb00acfb4,The proceedings contain 48 papers. The topics discussed include: a conceptual investigation of maintenance deferral and implementation: foundation for a maintenance lifecycle mode; activity diagrams with location context: experimental comparison of colour and icon annotations; adapting videogame interfaces for the visually impaired: a case study of audio game hub; a dynamic security model for addressing hacking risk factors; a model-level mutation tool to support the assessment of the test case quality; an agile approach to CMMI-DEV levels 4 and 5 in web development projects; a new perspective on reusing semantic resources; an investigation into ontology-based enhancement of search technologies for e-government: literature review; a pluralistic methodology for a refined selection of drivers influencing information system adoption in public organizations: the case for Ecuador; applying operational business intelligence in production environments; assessing web content accessibility of e-commerce websites for people with disabilities; comparative analysis of online web accessibility evaluation tools; and emotion analysis of twitter data that use emoticons and emoji ideograms.,Conference review,Final,Scopus
Henka A.; Stiegler A.; Zimmermann G.; Ertl T.,56239357000; 23010568400; 23398898300; 7004765655,Conducting acceptance tests for elderly people on the web: Using the gpii preference set for a personalized evaluation,2015,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),9193,,,325,336,11,3,10.1007/978-3-319-20892-3_32,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947209647&doi=10.1007%2f978-3-319-20892-3_32&partnerID=40&md5=2e46ca24c9ed9fcd26d2cb400b205503,"Due to the overlapping requirements with people with disabilities, elders can benefit from accessible web design and the use of assistive technologies. But elderlies face also semantic problems that are derived from different perception models or the mere anxiety of using new technologies, which can’t be evaluated by accessibility guideline conformance only. Tackling those semantic issues calls for more user-centered evaluation. The Global Public Inclusive Infrastructure (GPII) provides user interface adaptation based on peoples individual needs and preferences. These preferences are stored in so-called preference sets and can also contain sematic settings. In this paper, we propose an accessibility evaluation method, using the preference sets of the GPII to derive authentic accessibility requirements. Hereby, we’re able to carry out tests according to guideline conformance and semantic requirements. In this context, we propose a personalized accessibility evaluation approach based on original user preferences that addresses the need for a user-centered evaluation. © Springer International Publishing Switzerland 2015.",Conference paper,Final,Scopus
Acosta-Vargas P.; Lujan-Mora S.; Salvador-Ullauri L.,57192678428; 6603381780; 57192689183,Evaluation of the web accessibility of higher-education websites,2016,"2016 15th International Conference on Information Technology Based Higher Education and Training, ITHET 2016",,,7760703,,,,30,10.1109/ITHET.2016.7760703,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007379609&doi=10.1109%2fITHET.2016.7760703&partnerID=40&md5=13274116b4e4078eb3af2946afa54074,"This article describes a study to assess the accessibility of the contents concerning the websites of 20 universities from all around the world. The accessibility assessment was carried out to verify compliance with the Web Content Accessibility Guidelines 2.0 (WCAG 2.0) published by the World Wide Web Consortium (W3C). The main goal of this study is to determine if even people with disabilities can access and use websites of the universities with higher academic prestige. Besides, in our approach we also make use of the Website Accessibility Conformance Evaluation Methodology (WCAG-EM) is an approach for determining how well a website conforms to WCAG 2.0. The WCAG-EM provides a guidance on using the methodology and considerations for specific situations. From the results, we can conclude that the majority of the tested websites do not achieve an acceptable level of compliance. Universities with high academic prestige do not show a greater level of web accessibility. By performing the evaluation of university websites, we have identified that there are major barriers to a large number of users. © 2016 IEEE.",Conference paper,Final,Scopus
