id,issn,idl,Abstract,Title,Autherkeywords,Indexkeywords,Author,AuthorsID,Volume,Issue,Year,Pagestart,Pageend,Pagecount,Source,ENTRYTYPE,doi,url,citation_count,Affiliations,Authors_affiliations,Address,Publisher,Language,AbbreviatedSource,Document_Type,Publication_Stage,Access_Type,EID,author_publ_age,author_age,doc_id,author_order
1547,,,,Mediated Authorships: The Designer as the Instructor of Machines,,,"Ortega L., Capomaggi J.",57905231900;57903810800;,,,2023,,,,Springer Series in Design and Innovation,,10.1007/978-3-031-06809-6_25,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138684679&doi=10.1007%2f978-3-031-06809-6_25&partnerID=40&md5=3465109582cf251cbd251580e6e1953d,0,,,,,,,,401,408,,,,,
1548,,,,Application of Wavelet Transform for Machine Learning Classification of Time Series,,,"Kirichenko L., Pichugina O., Radivilova T., Pavlenko K.",47861221700;57163964800;24484091300;57904162800;,,,2023,,,,Lecture Notes on Data Engineering and Communications Technologies,,10.1007/978-3-031-16203-9_31,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138684553&doi=10.1007%2f978-3-031-16203-9_31&partnerID=40&md5=32ac6509af5d256b18cc0acb16287a0b,0,,,,,,,,547,563,,,,,
1549,,,,Machine Learning Applications for Continuous Improvement in Integrated Management Systems: A Short Review,,,"Yska S., Bustos D., Guedes J.C.",57903752500;57207793485;56029248900;,,,2023,,,,"Studies in Systems, Decision and Control",,10.1007/978-3-031-12547-8_43,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138678960&doi=10.1007%2f978-3-031-12547-8_43&partnerID=40&md5=3f3d474b7c666bda21f370ef14dc7d1a,0,,,,,,,,541,551,,,,,
1550,,,,Analysis of Deep Learning Methods in Adaptation to the Small Data Problem Solving,,,"Krak I., Kuznetsov V., Kondratiuk S., Azarova L., Barmak O., Padiuk P.",6602577533;56496122100;57200318123;57212031795;57217176350;57903749500;,,,2023,,,,Lecture Notes on Data Engineering and Communications Technologies,,10.1007/978-3-031-16203-9_20,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138677828&doi=10.1007%2f978-3-031-16203-9_20&partnerID=40&md5=254f8969373e0ed1731c57ce699aaa26,0,,,,,,,,333,352,,,,,
1551,,,,Machine Learning of the Biotechnic System for Gastroesophageal Reflux Disease Monitoring,,,"Novikov V., Voronenko M., Novikova A., Boskin O., Tyshchenko O., Rozov Y., Bardachov Y., Vyshemyrska S.",56817176300;57200175137;57903749300;57208670254;57189359335;57210284988;57210284497;57210284358;,,,2023,,,,Lecture Notes on Data Engineering and Communications Technologies,,10.1007/978-3-031-16203-9_23,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138672242&doi=10.1007%2f978-3-031-16203-9_23&partnerID=40&md5=80ee116fb60651e6664a46249d679a4f,0,,,,,,,,387,406,,,,,
1552,,,,Methodology for Solving Forecasting Problems Based on Machine Learning Methods,,,"Kalinina I., Gozhyj A.",57198354193;57198358626;,,,2023,,,,Lecture Notes on Data Engineering and Communications Technologies,,10.1007/978-3-031-16203-9_7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138670607&doi=10.1007%2f978-3-031-16203-9_7&partnerID=40&md5=578b20397004b410685d86147035346a,0,,,,,,,,105,125,,,,,
1553,,,,Federated Learning for Rotating Machinery Fault Diagnosis with Knowledge Distillation,,,"Wu D., Zhang J., Fan J., Tang D.",23096676200;57219179847;57902338300;57902969200;,,,2023,,,,Engineering Applications of Computational Methods,,10.1007/978-981-19-4578-6_7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138602886&doi=10.1007%2f978-981-19-4578-6_7&partnerID=40&md5=a7f9f23e05578d77d74f73424b418330,0,,,,,,,,109,127,,,,,
1554,,,,Introduction to Machine Learning for Hardware Security,,,"Santikellur P., Chakraborty R.S.",57209452563;57901153500;,,,2023,,,,Studies in Computational Intelligence,,10.1007/978-981-19-4017-0_1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138572185&doi=10.1007%2f978-981-19-4017-0_1&partnerID=40&md5=27384243b2e9d55eadc89ae4547f6fc9,0,,,,,,,,1,7,,,,,
1555,,,,A Machine Learning Approach for Detecting and Categorizing Sensitive Methods in Android Malware??,,,"Hasan H.S., Deeb H.M., Ladani B.T.",57221207603;57900416900;36026993300;,,,2023,,,,ISeCure,,10.22042/isecure.2022.321436.741,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138566204&doi=10.22042%2fisecure.2022.321436.741&partnerID=40&md5=3db6209c6a0344f6d037f173777ff3f0,0,1,,,,,,,41,53,,,,,
1556,,,,Conclusion,,,"Santikellur P., Chakraborty R.S.",57209452563;57901153500;,,,2023,,,,Studies in Computational Intelligence,,10.1007/978-981-19-4017-0_7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138561731&doi=10.1007%2f978-981-19-4017-0_7&partnerID=40&md5=4952c97dc7d93c2d43a6d07b8bb9b1ed,0,,,,,,,,83,84,,,,,
1557,,,,Combinational Logic-Based Implementation of PUF,,,"Santikellur P., Chakraborty R.S.",57209452563;57901153500;,,,2023,,,,Studies in Computational Intelligence,,10.1007/978-981-19-4017-0_6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138560496&doi=10.1007%2f978-981-19-4017-0_6&partnerID=40&md5=4bf936c41ff12ba03b9a358ceb875fc5,0,,,,,,,,71,82,,,,,
1558,,,,Improved Modeling Attack on PUFs based on Tensor Regression Network,,,"Santikellur P., Chakraborty R.S.",57209452563;57901153500;,,,2023,,,,Studies in Computational Intelligence,,10.1007/978-981-19-4017-0_5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138526804&doi=10.1007%2f978-981-19-4017-0_5&partnerID=40&md5=45a1c5bb37125529c4102be4e048cc72,0,,,,,,,,55,69,,,,,
1559,,,,Machine-Learning Basics,,,"Santikellur P., Chakraborty R.S.",57209452563;57901153500;,,,2023,,,,Studies in Computational Intelligence,,10.1007/978-981-19-4017-0_3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138497790&doi=10.1007%2f978-981-19-4017-0_3&partnerID=40&md5=aee2848c265a1a0c3897cb7b757947ec,0,,,,,,,,23,34,,,,,
1560,,,,Design Strategy of Multimodal Perception System for Smart Environment,,,"Liu J., Luo D., Fu X., Lu Q., Kang K.Y.",56276606000;57194708123;57216956976;57208126404;57899811300;,,,2023,,,,EAI/Springer Innovations in Communication and Computing,,10.1007/978-3-031-09729-4_6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138495452&doi=10.1007%2f978-3-031-09729-4_6&partnerID=40&md5=3811953dc44a1485924fc7dace35905b,0,,,,,,,,93,115,,,,,
1561,,,,IoT for Smart Environment Applications,,,"Zamanifar A., Yamini A.",16023540400;57216808270;,,,2023,,,,EAI/Springer Innovations in Communication and Computing,,10.1007/978-3-031-09729-4_2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138493323&doi=10.1007%2f978-3-031-09729-4_2&partnerID=40&md5=6d8569777f593609f5bf346b9f8869dc,0,,,,,,,,15,31,,,,,
1562,,,,Online tool wear monitoring by super-resolution based machine vision,,,"Zhu K., Guo H., Li S., Lin X.",56153282000;57221038986;57189444852;56655767400;,,,2023,,,,Computers in Industry,,10.1016/j.compind.2022.103782,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138482671&doi=10.1016%2fj.compind.2022.103782&partnerID=40&md5=402d14d24a42c4dff513ece2ec567cd5,103782,,,,,,,,,,,,,,
1563,,,,NABNet: A Nested Attention-guided BiConvLSTM network for a robust prediction of Blood Pressure components from reconstructed Arterial Blood Pressure waveforms using PPG and ECG signals,,,"Mahmud S., Ibtehaz N., Khandakar A., Sohel Rahman M., JR. Gonzales A., Rahman T., Shafayet Hossain M., Sakib Abrar Hossain M., Ahasan Atick Faisal M., Fuad Abir F., Musharavati F., E. H. Chowdhury M.",57211999810;57202983806;36053012700;57221297185;55816811900;57216883687;57218397681;57899547500;57899641900;57899352100;37665641700;57899304800;,,,2023,,,,Biomedical Signal Processing and Control,,10.1016/j.bspc.2022.104247,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138481368&doi=10.1016%2fj.bspc.2022.104247&partnerID=40&md5=9dd67089595768f36318b0c717ef9b1f,104247,,,,,,,,,,,,,,
1564,,,,Evaluating execution time predictions on GPU kernels using an analytical model and machine learning techniques,,,"Amaris M., Camargo R., Cordeiro D., Goldman A., Trystram D.",57189869362;13105073800;36934640400;57899605600;7005540528;,,,2023,,,,Journal of Parallel and Distributed Computing,,10.1016/j.jpdc.2022.09.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138477175&doi=10.1016%2fj.jpdc.2022.09.002&partnerID=40&md5=0f6b0ee252f880e0566fd76015012386,0,,,,,,,,66,78,,,,,
1565,,,,Machine translation-based fine-grained comments generation for solidity smart contracts,,,"Shi C., Xiang Y., Yu J., Sood K., Gao L.",57212017242;7201978796;56419089400;56416123500;57899536200;,,,2023,,,,Information and Software Technology,,10.1016/j.infsof.2022.107065,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138475019&doi=10.1016%2fj.infsof.2022.107065&partnerID=40&md5=350864ba93309ad422e52ffc24721f3e,107065,,,,,,,,,,,,,,
1566,,,,Cancer omic data based explainable AI drug recommendation inference: A traceability perspective for explainability,,,"Xi J., Wang D., Yang X., Zhang W., Huang Q.",57190659630;57899594400;57899594500;57223053706;7403634614;,,,2023,,,,Biomedical Signal Processing and Control,,10.1016/j.bspc.2022.104144,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138470504&doi=10.1016%2fj.bspc.2022.104144&partnerID=40&md5=083545ae3b44b9040b8b5a3bacac27fe,104144,,,,,,,,,,,,,,
1567,,,,Research of heart sound classification using two-dimensional features,,,"Xiang M., Zang J., Wang J., Wang H., Zhou C., Bi R., Zhang Z., Xue C.",57489771500;57659521400;57490257800;57489639300;57417220900;57899490000;57899630300;8660609700;,,,2023,,,,Biomedical Signal Processing and Control,,10.1016/j.bspc.2022.104190,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138468155&doi=10.1016%2fj.bspc.2022.104190&partnerID=40&md5=b2c38374d9af22ef474b735efbac7a5f,104190,,,,,,,,,,,,,,
1568,,,,Machine Learning and Computational Chemistry for the Endocannabinoid System,,,"Atz K., Guba W., Grether U., Schneider G.",57219176137;6602952995;6603079150;57899046300;,,,2023,,,,Methods in Molecular Biology,,10.1007/978-1-0716-2728-0_39,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138460428&doi=10.1007%2f978-1-0716-2728-0_39&partnerID=40&md5=8eee278e3c7da23492d729f01fda869f,0,,,,,,,,477,493,,,,,
1569,,,,Deep Convolutional Spiking Neural Network optimized with Arithmetic optimization algorithm for lung disease detection using chest X-ray images,,,"Rajagopal R., Karthick R., Meenalochini P., Kalaichelvi T.",56594576100;57195572545;57222269488;57667563300;,,,2023,,,,Biomedical Signal Processing and Control,,10.1016/j.bspc.2022.104197,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138455309&doi=10.1016%2fj.bspc.2022.104197&partnerID=40&md5=e62489577e19f10e36f8ed9bfc3437f0,104197,,,,,,,,,,,,,,
1570,,,,Deep survival forests with feature screening,,,"Cheng X., Wang S., Zou Y., Abba B., Wang H.",57219932005;57807426400;57797916000;57219929816;56365528700;,,,2023,,,,Biomedical Signal Processing and Control,,10.1016/j.bspc.2022.104195,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138454419&doi=10.1016%2fj.bspc.2022.104195&partnerID=40&md5=6e28d0906fe7023133fb87de8c05b630,104195,,,,,,,,,,,,,,
1571,,,,JAX-Fluids: A fully-differentiable high-order computational fluid dynamics solver for compressible two-phase flows,,,"Bezgin D.A., Buhendwa A.B., Adams N.A.",57205096575;57222119086;7201727737;,,,2023,,,,Computer Physics Communications,,10.1016/j.cpc.2022.108527,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138454059&doi=10.1016%2fj.cpc.2022.108527&partnerID=40&md5=9012efef26b591e3f33a4112f370cc4a,108527,,,,,,,,,,,,,,
1572,,,,Invasive mechanical ventilation probability estimation using machine learning methods based on non-invasive parameters,,,"Wang H., Wang C., Xu J., Yuan J., Liu G., Zhang G.",57898711400;57373630000;57214759518;57220911762;57898745100;55505929300;,,,2023,,,,Biomedical Signal Processing and Control,,10.1016/j.bspc.2022.104193,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138453214&doi=10.1016%2fj.bspc.2022.104193&partnerID=40&md5=56bca8cad1fb5d854e62f82adde9d8e9,104193,,,,,,,,,,,,,,
1573,,,,Prognostic staging of esophageal cancer based on prognosis index and cuckoo search algorithm-support vector machine,,,"Wang Y., Liu Q., Yang Y., sun J., Wang L., Song X., Zhao X.",55733904700;57567484400;57216581716;55572893700;57210806468;57215060133;57209163870;,,,2023,,,,Biomedical Signal Processing and Control,,10.1016/j.bspc.2022.104207,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138450681&doi=10.1016%2fj.bspc.2022.104207&partnerID=40&md5=95224c76ff3dc4735e76bd67cc4e3d0d,104207,,,,,,,,,,,,,,
1574,,,,Reinforcement learning based monotonic policy for online resource allocation,,,"Mishra P., Moustafa A.",57198727737;23489672500;,,,2023,,,,Future Generation Computer Systems,,10.1016/j.future.2021.09.023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138450650&doi=10.1016%2fj.future.2021.09.023&partnerID=40&md5=17955640a1c6f4d70a7a16e0a3afc052,0,,,,,,,,313,327,,,,,
1575,,,,Identification of mixed mode damage types on rock-concrete interface under cyclic loading,,,"Guo Y., Chen X., Wang Z., Ning Y., Bai L.",57209292660;36774251800;57219853948;57223365990;57830584000;,,,2023,,,,International Journal of Fatigue,,10.1016/j.ijfatigue.2022.107273,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138450356&doi=10.1016%2fj.ijfatigue.2022.107273&partnerID=40&md5=def9c2bef83b5b3e3bbe6a6bbb375118,107273,,,,,,,,,,,,,,
1576,,,,An enhanced motor imagery EEG signals prediction system in real-time based on delta rhythm,,,"Abenna S., Nahid M., Bouyghf H., Ouacha B.",57908955100;57216814500;56705653600;57391942700;,,,2023,,,,Biomedical Signal Processing and Control,,10.1016/j.bspc.2022.104210,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138422729&doi=10.1016%2fj.bspc.2022.104210&partnerID=40&md5=b23914e72435d389e780453ea8aa279b,104210,,,,,,,,,,,,,,
1577,,,,A simple self-supervised ECG representation learning method via manipulated temporalspatial reverse detection,,,"Zhang W., Geng S., Hong S.",57432103700;57483202500;56245620000;,,,2023,,,,Biomedical Signal Processing and Control,,10.1016/j.bspc.2022.104194,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138409738&doi=10.1016%2fj.bspc.2022.104194&partnerID=40&md5=12e790871fc051544d2f78d0802bd708,104194,,,,,,,,,,,,,,
1578,,,,Predictions and analysis of flash boiling spray characteristics of gasoline direct injection injectors based on optimized machine learning algorithm,,,"Chang M., Park S.",57208489927;23493335100;,,,2023,,,,Energy,,10.1016/j.energy.2022.125304,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138351370&doi=10.1016%2fj.energy.2022.125304&partnerID=40&md5=38525cf488d410ae14f4648ad0eeecc6,125304,,,,,,,,,,,,,,
1579,,,,Attention augmented distance regression and classification network for nuclei instance segmentation and type classification in histology images,,,"Dogar G.M., Shahzad M., Fraz M.M.",57897274600;57530584100;26666028400;,,,2023,,,,Biomedical Signal Processing and Control,,10.1016/j.bspc.2022.104199,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138345249&doi=10.1016%2fj.bspc.2022.104199&partnerID=40&md5=ade8004faaebd1db1ab92c3432d45753,104199,,,,,,,,,,,,,,
1580,,,,A physics-informed neural network approach to fatigue life prediction using small quantity of samples,,,"Chen D., Li Y., Liu K., Li Y.",57201583728;13408388700;57203333756;55924904800;,,,2023,,,,International Journal of Fatigue,,10.1016/j.ijfatigue.2022.107270,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138340581&doi=10.1016%2fj.ijfatigue.2022.107270&partnerID=40&md5=fca811f0eb616973182e82624fbf9931,107270,,,,,,,,,,,,,,
1581,,,,Boundary-Based Fake Face Anomaly Detection in Videos Using Recurrent Neural Networks,,,"Hariprasad Y., Latesh Kumar K.J., Suraj L., Iyengar S.S.",57895355300;56464262000;57895826300;57204520228;,,,2023,,,,Lecture Notes in Networks and Systems,,10.1007/978-3-031-16078-3_9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138311771&doi=10.1007%2f978-3-031-16078-3_9&partnerID=40&md5=05b159926ed31a5cb3fc5a177c83e339,0,,,,,,,,155,169,,,,,
1582,,,,Registration and quantification network (RQnet) for IVIM-DKI analysis in MRI,,,"Lee W., Choi G., Lee J., Park H.",57222000846;57201578588;57222361405;9745647700;,,,2023,,,,Magnetic Resonance in Medicine,,10.1002/mrm.29454,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138309400&doi=10.1002%2fmrm.29454&partnerID=40&md5=b254bb64278e8b8b283b3579901bff6a,0,1,,,,,,,250,261,,,,,
1583,,,,Mitigating IoT Enterprise Vulnerabilities Using Radio Frequency Security Architecture,,,"Irungu J., Girma A.",57878404700;36536988900;,,,2023,,,,Lecture Notes in Networks and Systems,,10.1007/978-3-031-16075-2_45,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138303753&doi=10.1007%2f978-3-031-16075-2_45&partnerID=40&md5=566dec607f20d2c95be3be9c264cd3e6,0,,,,,,,,611,619,,,,,
1584,,,,Using Segmentation to Improve Machine Learning Performance in Human-in-the-Loop Systems,,,"Carneiro D., Carvalho M.",24723727400;55933550000;,,,2023,,,,Lecture Notes in Networks and Systems,,10.1007/978-3-031-16078-3_28,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138300027&doi=10.1007%2f978-3-031-16078-3_28&partnerID=40&md5=c7c6dfe0eb9c92d299c5b2efe57348df,0,,,,,,,,413,428,,,,,
1585,,,,How to Improve the Teaching of Computational Machine Learning Applied to Large-Scale Data Science: The Case of Public Universities in Mexico,,,"Tinoco-Martínez S.R., Ferreira-Medina H., Cendejas-Valdez J.L., Hernández-Rendón F., Flores-Monroy M.M., Ginori-Rodríguez B.H.",57895826100;55749919600;55750262900;57894635400;57895590700;57894390800;,,,2023,,,,Lecture Notes in Networks and Systems,,10.1007/978-3-031-16075-2_1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138296668&doi=10.1007%2f978-3-031-16075-2_1&partnerID=40&md5=09cf399275d7872b9c89772ccec8a641,0,,,,,,,,1,15,,,,,
1586,,,,"Intelligent Systems Conference, IntelliSys 2022",,,[No author name available],[No author id available],,,2023,,,,Lecture Notes in Networks and Systems,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138295654&partnerID=40&md5=b4dcca94a156e1b15aabb0dcff616620,0,,,,,,,,,,,,,,
1587,,,,A Dynamic Emotion Recognition System Based on Convolutional Feature Extraction and Recurrent Neural Network,,,"Yin Y., Ayoub M., Abel A., Zhang H.",57895359900;57215672185;27367568600;57189095974;,,,2023,,,,Lecture Notes in Networks and Systems,,10.1007/978-3-031-16078-3_8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138289437&doi=10.1007%2f978-3-031-16078-3_8&partnerID=40&md5=27e862e80f7ded5f118fa8c343e39077,0,,,,,,,,134,154,,,,,
1588,,,,"Intelligent Systems Conference, IntelliSys 2022",,,[No author name available],[No author id available],,,2023,,,,Lecture Notes in Networks and Systems,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138275942&partnerID=40&md5=8d887e531c7bbeb67e8f4855fa008757,0,,,,,,,,,,,,,,
1589,,,,Deep Learning and Support Vector Machine Algorithms Applied for Fault Detection in Electrical Power Transmission Network,,,"Bouchiba N., Kaddouri A.",56707497600;7004283193;,,,2023,,,,Lecture Notes in Networks and Systems,,10.1007/978-3-031-16075-2_56,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138275810&doi=10.1007%2f978-3-031-16075-2_56&partnerID=40&md5=7afdfab500d363ca451404fae107f4a7,0,,,,,,,,759,777,,,,,
1590,,,,Intrusion Detection Systems Using Support Vector Machines on the KDDCUP99 and NSL-KDD Datasets: A Comprehensive Survey,,,"Ngueajio M.K., Washington G., Rawat D.B., Ngueabou Y.",57225914005;57189217215;24725483600;57896059100;,,,2023,,,,Lecture Notes in Networks and Systems,,10.1007/978-3-031-16078-3_42,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138268826&doi=10.1007%2f978-3-031-16078-3_42&partnerID=40&md5=61a5f6c86c96cb651bc7f000478e7551,0,,,,,,,,609,629,,,,,
1591,,,,A Self-learning Musical Tool to Support the Educational Activity,,,Ventura M.D.,56564818300;,,,2023,,,,Lecture Notes in Networks and Systems,,10.1007/978-3-031-16078-3_3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138268298&doi=10.1007%2f978-3-031-16078-3_3&partnerID=40&md5=baf0cca239e51ecdeb9bf6b40fd91774,0,,,,,,,,49,67,,,,,
1592,,,,Optimized ultrahigh field parallel transmission workflow using rapid presaturated TurboFLASH transmit field mapping with a three-dimensional centric single-shot readout,,,"Bosch D., Bause J., Geldschläger O., Scheffler K.",57218512720;56458916900;57218510948;24612381900;,,,2023,,,,Magnetic Resonance in Medicine,,10.1002/mrm.29459,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138267622&doi=10.1002%2fmrm.29459&partnerID=40&md5=a38bad8888e0a5b0dca9b105cfe397c4,0,1,,,,,,,322,330,,,,,
1593,,,,Weak Supervision Can Help Detecting Corruption in Public Procurement,,,Tas B.K.O.,14632845000;,,,2023,,,,Lecture Notes in Networks and Systems,,10.1007/978-3-031-16075-2_40,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138266248&doi=10.1007%2f978-3-031-16075-2_40&partnerID=40&md5=ba23e572c38291c7f335e65e6e20cfe9,0,,,,,,,,548,555,,,,,
1594,,,,Towards Data Science for Cybersecurity: Machine Learning Advances as Glowing Perspective,,,"Mihailescu M.I., Nita S.L.",36343884700;57191578915;,,,2023,,,,Lecture Notes in Networks and Systems,,10.1007/978-3-031-16078-3_2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138264119&doi=10.1007%2f978-3-031-16078-3_2&partnerID=40&md5=20340c9cbd73a82227c5be4b0a4cbe0e,0,,,,,,,,26,48,,,,,
1595,,,,Human Iris Image Analysis for the Classification of Fuchs Crypts and Peripupillary Rings,,,"Wang H., Fang S., Wilke F., Larsson M., Walsh S.",57765534800;57765320200;57896068500;36239892200;56235650700;,,,2023,,,,Lecture Notes in Networks and Systems,,10.1007/978-3-031-16078-3_55,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138262589&doi=10.1007%2f978-3-031-16078-3_55&partnerID=40&md5=6043c5a85ebc3dfe225073f15bd7ed07,0,,,,,,,,797,810,,,,,
1596,,,,Smart Hardware Trojan Detection System,,,"Alkhazendar I., Zubair M., Qidwai U.",57221319530;57214279837;6602234511;,,,2023,,,,Lecture Notes in Networks and Systems,,10.1007/978-3-031-16075-2_58,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138260886&doi=10.1007%2f978-3-031-16075-2_58&partnerID=40&md5=ee4c8d5fb65b2a3fb4f1539db8ff44e6,0,,,,,,,,791,806,,,,,
1597,,,,"PID Parameter Tables for Time-Delayed Systems, Found with Learning Algorithms According to Minimum IAE, ITAE and ISE Criteria",,,Büchi R.,6603194635;,,,2023,,,,Lecture Notes in Networks and Systems,,10.1007/978-3-031-16075-2_14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138259387&doi=10.1007%2f978-3-031-16075-2_14&partnerID=40&md5=b76ea187ca47cb22d74eb2a33f357067,0,,,,,,,,219,230,,,,,
1598,,,,Survey on the Convergence of Machine Learning and Blockchain,,,"Ding S., Hu C.",57407129200;35179621000;,,,2023,,,,Lecture Notes in Networks and Systems,,10.1007/978-3-031-16078-3_10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138257922&doi=10.1007%2f978-3-031-16078-3_10&partnerID=40&md5=fa1b94b98f60663ac27390c419b79d4a,0,,,,,,,,170,189,,,,,
1599,,,,Neural Networks Training on Graphics Processing Unit (GPU) Using Dynamic Parallelism (DP),,,"Hall W., Tian Y.",57895831900;56714295900;,,,2023,,,,Lecture Notes in Networks and Systems,,10.1007/978-3-031-16078-3_56,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138250308&doi=10.1007%2f978-3-031-16078-3_56&partnerID=40&md5=54c9e7b61c1fcfd7fa8e740426c59aee,0,,,,,,,,811,818,,,,,
1600,,,,Fingerprinting ECUs to Implement Vehicular Security for Passenger Safety Using Machine Learning Techniques,,,"Bellaire S., Bayer M., Hafeez A., Refat R.U.D., Malik H.",57894872700;57894626600;57194041543;57216653293;57895346500;,,,2023,,,,Lecture Notes in Networks and Systems,,10.1007/978-3-031-16075-2_2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138245198&doi=10.1007%2f978-3-031-16075-2_2&partnerID=40&md5=6f8f20214bd96487cb9c7bc1cfd97448,0,,,,,,,,16,32,,,,,
1601,,,,Training Heterogeneous Features in Sequence to Sequence Tasks: Latent Enhanced Multi-filter Seq2Seq Model,,,"Yang Y., Xue Z.",57219589030;57191503545;,,,2023,,,,Lecture Notes in Networks and Systems,,10.1007/978-3-031-16078-3_6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138233534&doi=10.1007%2f978-3-031-16078-3_6&partnerID=40&md5=048181161f02170368690ddd15d8c009,0,,,,,,,,103,117,,,,,
1602,,,,"DataWords: Getting Contrarian with Text, Structured Data and Explanations",,,"Gallant S.I., Hossain M.N.",7004488031;57348799000;,,,2023,,,,Lecture Notes in Networks and Systems,,10.1007/978-3-031-16075-2_50,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138231898&doi=10.1007%2f978-3-031-16075-2_50&partnerID=40&md5=7f52c430b975044c5379c2bdaac8a332,0,,,,,,,,675,687,,,,,
1603,,,,Detecting Complex Intrusion Attempts Using Hybrid Machine Learning Techniques,,,"Abusalah M., Shanaah N., Jamal S.",36080488000;57894872200;57894872300;,,,2023,,,,Lecture Notes in Networks and Systems,,10.1007/978-3-031-16075-2_10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138230757&doi=10.1007%2f978-3-031-16075-2_10&partnerID=40&md5=bf8d2f5e8048361e78b799de4c252b57,0,,,,,,,,150,170,,,,,
1604,,,,"A Survey of Smart Classroom: Concept, Technologies and Facial Emotions Recognition Application",,,"Amimi R., Radgui A., Ibn El Haj El H.",57895818800;37031908500;57894872400;,,,2023,,,,Lecture Notes in Networks and Systems,,10.1007/978-3-031-16075-2_23,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138222229&doi=10.1007%2f978-3-031-16075-2_23&partnerID=40&md5=3a289d83f01d12f71ce4f3a2e4618118,0,,,,,,,,326,338,,,,,
1605,,,,Development of Walking Assistants for Visually Challenged Person,,,"Lokare A.S., Venkatesh P., Sitthanathan S.V., Mohanraj T.",57435295500;57222472324;57892471300;56805060900;,,,2023,,,,Lecture Notes on Data Engineering and Communications Technologies,,10.1007/978-981-19-3015-7_3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138219681&doi=10.1007%2f978-981-19-3015-7_3&partnerID=40&md5=4c8eacdce321a60f531a300b98ca1f28,0,,,,,,,,29,40,,,,,
