id,issn,idl,Abstract,Title,Autherkeywords,Indexkeywords,Author,AuthorsID,Volume,Issue,Year,Pagestart,Pageend,Pagecount,Source,ENTRYTYPE,doi,url,citation_count,Affiliations,Authors_affiliations,Address,Publisher,Language,AbbreviatedSource,Document_Type,Publication_Stage,Access_Type,EID,author_publ_age,author_age,doc_id,author_order
2232,,,,The Power of Data Science Ontogeny: Thick Data Studies on the Indian IT Skill Tutoring Microcosm,,,Rangaswamy N.; Narasimhan H.,24473533400; 15520205400,,,2022,,,,Transforming Communication,,10.1007/978-3-030-96180-0_4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130793127&doi=10.1007%2f978-3-030-96180-0_4&partnerID=40&md5=f1ffb909992545506016f6eb8355dcf2,0,96,,,,,,Book chapter,Scopus,0,,,,,
2233,,,,DrPythonWEB: A Tool to Help Teaching Well-Written Python Programs,,,Battistini T.; Isaia N.; Sterbini A.; Temperini M.,57939425700; 57939767200; 6602563445; 7004451363,,,2022,,,,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,10.1007/978-3-031-12429-7_20,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140472243&doi=10.1007%2f978-3-031-12429-7_20&partnerID=40&md5=13216c9a1101de9dd7fa7c6edf8191f4,0,286,,,,,,Conference paper,Scopus,0,,,,,
2234,,,,A Feasibility Study of Using Code Clone Detection for Secure Programming Education,,,Menard M.; Nelson T.; Shahi M.; Morton H.; Detavernier A.; Siy H.; Zhao R.; Song M.,57865778900; 57866797800; 57866187000; 57866187100; 57866187200; 6603269122; 57212898125; 32868182400,,,2022,,,,"Proceedings - 2022 IEEE 46th Annual Computers, Software, and Applications Conference, COMPSAC 2022",,10.1109/COMPSAC54236.2022.00238,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136941366&doi=10.1109%2fCOMPSAC54236.2022.00238&partnerID=40&md5=848b9d5dedca85f89a72312bc6ad376a,0,1507,,,,,,Conference paper,Scopus,0,,,,,
2235,,,,"Accessibility, Readability, and Document Complexity of Medicaid Enrollment Materials and Resources",,,An B.; Prabu V.; Wallace L.S.,57385955100; 57384578200; 7202613668,,,2022,,,,American Journal of Health Education,,10.1080/19325037.2021.2001780,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121702769&doi=10.1080%2f19325037.2021.2001780&partnerID=40&md5=e7f3eb417e087c9c3bb17864bc47a71b,0,22,,,,,,Article,Scopus,0,,,,,
2236,,,,Towards measuring the impact of industrial programming training on source code quality,,,Morita H.; Hirao T.; Ishio T.; Nitta S.; Mori Y.; Matsumoto K.,57211111644; 57189504645; 8381338700; 57304731500; 57303991100; 55378267900,,,2021,,,,Computer Software,,10.11309/jssst.38.3_75,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117578034&doi=10.11309%2fjssst.38.3_75&partnerID=40&md5=7b3623e59380e025f43486d77b0ef67e,0,82,,,,,,Article,Scopus,0,,,,,
2237,,,,Parallel Design Patterns vs Parallel Object Compositions. Two Proposals for Parallelization of the Divide & Conquer Technique,,,Rossainz-López M.; Pineda-Torres I.; Sánchez-Rinza B.; Capel-Tuñón M.,14016664100; 57204688038; 24723299000; 57194743138,,,2021,,,,"European Modeling and Simulation Symposium, EMSS",,10.46354/i3m.2021.emss.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143159808&doi=10.46354%2fi3m.2021.emss.004&partnerID=40&md5=a50fa835aed8bdc46952b439c16cdafa,0,32,,,,,,Conference paper,Scopus,0,,,,,
2238,,,,Using examples as guideposts for programming exercises: Providing support while preserving the challenge,,,Gaber I.; Kirsh A.,6506136191; 57191369804,,,2021,,,,ICCSE 2021 - IEEE 16th International Conference on Computer Science and Education,,10.1109/ICCSE51940.2021.9569541,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118946434&doi=10.1109%2fICCSE51940.2021.9569541&partnerID=40&md5=98a0009c8f93ae4063f91148d703a90b,0,397,,,,,,Conference paper,Scopus,0,,,,,
2239,,,,An Applicability Study on Refactoring Principles in Reading-Based Programming Learning,,,Maeta T.; Matsumoto S.,57921158700; 8639698900,,,2022,,,,"Proceedings - 2022 12th International Congress on Advanced Applied Informatics, IIAI-AAI 2022",,10.1109/IIAIAAI55812.2022.00060,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139562844&doi=10.1109%2fIIAIAAI55812.2022.00060&partnerID=40&md5=1d95aa34d048015505f366de5cd5265e,0,267,,,,,,Conference paper,Scopus,0,,,,,
2240,,,,Developing a Suitability Assessment Criteria for Software Developers: Behavioral Assessment Using Psychometric Test,,,Gulati J.; Suri B.; Capretz L.; Wadhwa B.; Lather A.S.,57172185300; 55515690800; 6602660867; 24462581700; 24171365700,,,2021,,,,ACM International Conference Proceeding Series,,10.1145/3494885.3494898,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122004684&doi=10.1145%2f3494885.3494898&partnerID=40&md5=ad54e2c646de1c14bc14bd1deb567294,0,70,,,,,,Conference paper,Scopus,0,,,,,
2241,,,,Improving Programming Content Delivery in an Introductory Biomechanics Course Using a Blended Classroom Approach,,,"Joll J.E., II; Merryman W.D.",57189039620; 57676502700,,,2021,,,,"ASEE Annual Conference and Exposition, Conference Proceedings",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124519666&partnerID=40&md5=4f21571d04ee13c8e340ab9c0ee2cc49,0,,,,,,,Conference paper,Scopus,0,,,,,
2242,,,,Challenges of knowledge component modeling: A software engineering case study,,,Luburic N.; arenac B.; Doric L.; Vidakovic D.; Grujic K.-G.; Kovacevic A.; Prokic S.,57191406831; 57866529500; 57849483300; 19934628500; 57417316900; 27967812900; 57417181300,,,2022,,,,International Conference on Higher Education Advances,,10.4995/HEAd22.2022.14217,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136190710&doi=10.4995%2fHEAd22.2022.14217&partnerID=40&md5=a07d4e0ff2d6fc5d7c002b7e521310e4,0,908,,,,,,Conference paper,Scopus,0,,,,,
2243,,,,An Implementation of Coding Rule Checking Function for C Programming Study,,,Kyaw H.H.S.; Kaneko K.; Funabiki N.; Ueda K.,57212615375; 55145348600; 7007083308; 35790383100,,,2022,,,,LifeTech 2022 - 2022 IEEE 4th Global Conference on Life Sciences and Technologies,,10.1109/LifeTech53646.2022.9754932,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129125331&doi=10.1109%2fLifeTech53646.2022.9754932&partnerID=40&md5=ffda5cf0490bedfa4d88ae28c9334b3c,0,134,,,,,,Conference paper,Scopus,0,,,,,
2244,,,,Formation of a morphological basis for spelling activity among primary schoolchildren with speech underdevelopment; [???????????? ??????????????? ?????? ??????????????? ???????????? ? ??????? ?????????? ? ????? ????????????? ????],,,Prishchepova I.V.,58160259800,,,2021,,,,Russian Language at School,,10.30515/0131-6141-2021-82-1-36-43,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151005099&doi=10.30515%2f0131-6141-2021-82-1-36-43&partnerID=40&md5=440cf8800e11f16b5eefbe00e8a211c2,0,43,,,,,,Article,Scopus,0,,,,,
2245,,,,Resilience in the Home Office through a Scaled-down Microgrid,,,Veurink T.; Fox B.G.; Helbig S.R.; Penizotto D.; Kerestes R.J.; Grainger B.M.,57451079500; 57450718400; 57450358900; 57450718500; 55452158400; 36179455700,,,2021,,,,"ASEE Annual Conference and Exposition, Conference Proceedings",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124564386&partnerID=40&md5=99f84cd28c7abc071a5f3b3c96a147fc,0,,,,,,,Conference paper,Scopus,0,,,,,
2246,,,,"Best of both worlds? Developing integrative blended learning for beginners french, italian and spanish at tertiary level in Aotearoa/New Zealand",,,Walker-Morrison D.; Brussino G.; Gilmour N.,56801084600; 56113584800; 48761364700,,,2021,,,,"Language Learning in Anglophone Countries: Challenges, Practices, Ways Forward",,10.1007/978-3-030-56654-8_18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149074495&doi=10.1007%2f978-3-030-56654-8_18&partnerID=40&md5=1da7d3e2f001f65ba2f42af27701cc53,0,378,,,,,,Book chapter,Scopus,0,,,,,
2247,,,,Using project-based approach to teach design patterns: An Experience Report,,,Karre S.A.; Sanagavarapu L.M.; Reddy Y.R.,56703226300; 57194516973; 55749120700,,,2021,,,,ACM International Conference Proceeding Series,,10.1145/3452383.3452399,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105439989&doi=10.1145%2f3452383.3452399&partnerID=40&md5=0001c212e4a8bf1661306be02a9cc9ab,0,,,,,,,Conference paper,Scopus,0,,,,,
2248,,,,Teaching BDD in Active Learning Environments: A Multi-study Analysis,,,Nascimento N.; Santos A.; Sales A.; Chanin R.,57204718159; 57199742377; 8944846500; 14009800300,,,2022,,,,"International Conference on Computer Supported Education, CSEDU - Proceedings",,10.5220/0011057300003182,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140881553&doi=10.5220%2f0011057300003182&partnerID=40&md5=9a1305b69de834101907ebfac4d015ff,0,275,,,,,,Conference paper,Scopus,0,,,,,
2249,,,,Cognitive Complexity and Graph Convolutional Approach Over Control Flow Graph for Software Defect Prediction,,,Gupta M.; Rajnish K.; Bhattacharjee V.,57674576400; 16027506000; 8568745600,,,2022,,,,IEEE Access,,10.1109/ACCESS.2022.3213844,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139826945&doi=10.1109%2fACCESS.2022.3213844&partnerID=40&md5=9e9b632ba1f2e4faf5181bfb9c84d455,0,108894,,,,,,Article,Scopus,0,,,,,
2250,,,,"International Conference on Machine Learning and Big Data Analytics, ICMLBDA 2021",,,,,,,2022,,,,Lecture Notes in Networks and Systems,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116889348&partnerID=40&md5=f0f68bb13361f1def4c197334e8d5394,0,,,,,,,Conference review,Scopus,0,,,,,
2251,,,,Improving software security in extremeprogramming methodology,,,Ababneh A.A.; Al-Rudaini M.A.; Khasawneh M.A.; Khasawneh F.A.; Abdallah A.,57185360400; 57246059500; 57213562466; 56175285000; 57193876341,,,2021,,,,Proceedings of the International Conference on Industrial Engineering and Operations Management,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114253914&partnerID=40&md5=771c7a27a13f1b62ce7de47a6b86fa79,0,598,,,,,,Conference paper,Scopus,0,,,,,
2252,,,,An Automatic Grading System for a High School-level Computational Thinking Course,,,Tisha S.M.; Oregon R.A.; Baumgartner G.; Alegre F.; Moreno J.,57829845000; 57829611900; 7102913780; 57213712187; 9740618200,,,2022,,,,"Proceedings - 4th International Workshop on Software Engineering Education for the Next Generation, SEENG 2022",,10.1145/3528231.3528357,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135381648&doi=10.1145%2f3528231.3528357&partnerID=40&md5=5a5e9723aae6e5a8bdaffd8ac9ac8d57,0,27,,,,,,Conference paper,Scopus,0,,,,,
2253,,,,AutoGrad: Automated Grading Sofware for Mobile Game Assignments in SuaCode Courses,,,Annor P.S.; Kayang E.; Boateng S.; Boateng G.,57205433609; 57226568208; 57226578286; 57194410797,,,2021,,,,ACM International Conference Proceeding Series,,10.1145/3507923.3507954,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129655030&doi=10.1145%2f3507923.3507954&partnerID=40&md5=7a5bbbb77ad635bf1892f0fd14ec8d7d,0,85,,,,,,Conference paper,Scopus,0,,,,,
2254,,,,Quality analysis of mobile applications with special focus on security aspects,,,Rahkema K.,56499260600,,,2021,,,,"Proceedings - 2021 36th IEEE/ACM International Conference on Automated Software Engineering, ASE 2021",,10.1109/ASE51524.2021.9678681,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125488190&doi=10.1109%2fASE51524.2021.9678681&partnerID=40&md5=32b65d9c2e6d2908d1954cd46938c8f5,0,1089,,,,,,Conference paper,Scopus,0,,,,,
2255,,,,"13th Innovations in Software Engineering Conference, ISEC 2020",,,,,,,2020,,,,ACM International Conference Proceeding Series,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123043159&partnerID=40&md5=6a9239b5b95c270f60849747235cb202,0,,,,,,,Conference review,Scopus,0,,,,,
2256,,,,"27th European Conference on Systems, Software and Services Process Improvement, EuroSPI 2020",,,,,,,2020,,,,Communications in Computer and Information Science,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089744822&partnerID=40&md5=57c6d582e9f938d2397d263d91907432,0,,,,,,,Conference review,Scopus,0,,,,,
2257,,,,Software evolution and profiling in a competitive environment,,,Szabó C.,55316326300,,,2019,,,,"2019 42nd International Convention on Information and Communication Technology, Electronics and Microelectronics, MIPRO 2019 - Proceedings",,10.23919/MIPRO.2019.8756783,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070263727&doi=10.23919%2fMIPRO.2019.8756783&partnerID=40&md5=48c5e54b25982d924cd011fd45186d3d,0,1603,,,,,,Conference paper,Scopus,0,,,,,
2258,,,,"International Conference on Computational Methods and Data Engineering, ICMDE 2020",,,,,,,2021,,,,Advances in Intelligent Systems and Computing,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097231812&partnerID=40&md5=b85fe716170f3878b26f9418b7e19070,0,,,,,,,Conference review,Scopus,0,,,,,
2259,,,,Cognitive code quality improvement with pattern recognition and recommendation by examples,,,Danisovszky M.; Adamko A.; Bajak I.; Kusper K.; Marien S.; Kusper G.,57216965581; 15065058400; 57219971108; 57219971386; 57200118663; 6507334702,,,2020,,,,"11th IEEE International Conference on Cognitive Infocommunications, CogInfoCom 2020 - Proceedings",,10.1109/CogInfoCom50765.2020.9237896,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096355933&doi=10.1109%2fCogInfoCom50765.2020.9237896&partnerID=40&md5=67f72454e89b0c6d7c7c2ccdcb63ec1b,0,364,,,,,,Conference paper,Scopus,0,,,,,
2260,,,,Examples and Applications on Hybrid Computational Intelligence Systems,,,Sajja P.S.,37089427400,,,2021,,,,Studies in Computational Intelligence,,10.1007/978-981-15-9589-9_6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096396400&doi=10.1007%2f978-981-15-9589-9_6&partnerID=40&md5=71e885de3542d48f3b371f937c19e058,0,225,,,,,,Book chapter,Scopus,0,,,,,
2261,,,,"17th International Conference on Computers Helping People with Special Needs, ICCHP 2020",,,,,,,2020,,,,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091480048&partnerID=40&md5=6393abb15c7a2558340efcef36d07fde,0,,,,,,,Conference review,Scopus,0,,,,,
2262,,,,Refactor4Green: A Game for Novice Programmers to Learn Code Smells,,,Agrahari V.; Chimalakonda S.,57211187908; 26767549200,,,2020,,,,"Proceedings - 2020 ACM/IEEE 42nd International Conference on Software Engineering: Companion, ICSE-Companion 2020",,10.1145/3377812.3390792,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098579151&doi=10.1145%2f3377812.3390792&partnerID=40&md5=859828f470d2dbfa06268a73871b612e,0,325,,,,,,Conference paper,Scopus,0,,,,,
2263,,,,Prototyping User Interfaces for Mobile Augmented Reality Applications,,,Harvel N.; Carruth D.W.; Baca J.,57210156006; 6506142566; 16633343300,,,2019,,,,Communications in Computer and Information Science,,10.1007/978-3-030-23528-4_52,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069655549&doi=10.1007%2f978-3-030-23528-4_52&partnerID=40&md5=0768924b3ad14a2d1933066e23d9ee70,0,388,,,,,,Conference paper,Scopus,0,,,,,
2264,,,,Gamification and Project-Based Learning as Software Quality Teaching Methodologies,,,Dos Santos T.C.; Parizi R.B.,57214687387; 58437560900,,,2019,,,,"Proceedings - International Conference of the Chilean Computer Science Society, SCCC",,10.1109/SCCC49216.2019.8966397,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078951434&doi=10.1109%2fSCCC49216.2019.8966397&partnerID=40&md5=2f2064b2ef213d0be89a2b7928fcd6b9,0,,,,,,,Conference paper,Scopus,0,,,,,
2265,,,,A Survey on the Effects of Working Conditions on Programming Efficiency in an Educational Environment,,,Charikova M.; Thapaliya A.; Gimaeva S.; Grichshenko A.; Varouqa S.; de Araújo L.J.P.; Succi G.,57211155307; 57210745306; 57217089949; 57217088924; 57219414595; 57194583034; 7004757466,,,2020,,,,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,10.1007/978-3-030-58817-5_22,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092668318&doi=10.1007%2f978-3-030-58817-5_22&partnerID=40&md5=47bc860551c4aa4bf72c09d23a04f191,0,300,,,,,,Conference paper,Scopus,0,,,,,
2266,,,,"Born on the internet, how should Suta grow?",,,Roy S.; Kamath R.,56650407000; 57214721992,,,2020,,,,Emerald Emerging Markets Case Studies,,10.1108/EEMCS-05-2019-0105,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078989925&doi=10.1108%2fEEMCS-05-2019-0105&partnerID=40&md5=06cc4d7a18cb362f5deea2446069b4f3,0,19,,,,,,Article,Scopus,0,,,,,
2267,,,,Key aspects of the implementation of an automated system module for assessing the quality of academic software products,,,Vishtak O.; Zemskov V.; Mikheev I.; Vishtak N.; Gritsyuk S.,6505770747; 57216747382; 57516744600; 57193234922; 57216753958,,,2020,,,,Procedia Computer Science,,10.1016/j.procs.2020.02.239,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084494712&doi=10.1016%2fj.procs.2020.02.239&partnerID=40&md5=deed3f538a9a59ae6a79a7e40150f778,0,429,,,,,,Conference paper,Scopus,0,,,,,
2268,,,,Conceptual modeling in e-learning and its relation to the educational content quality,,,Lang J.; Kysel P.,35932515700; 57205170892,,,2019,,,,"ICETA 2019 - 17th IEEE International Conference on Emerging eLearning Technologies and Applications, Proceedings",,10.1109/ICETA48886.2019.9040028,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082984021&doi=10.1109%2fICETA48886.2019.9040028&partnerID=40&md5=710b5722c56787526e2541cd1056563c,0,470,,,,,,Conference paper,Scopus,0,,,,,
2269,,,,Ontology-Based Analysis and Design of Educational Games for Software Refactoring,,,Haendler T.; Neumann G.,57163856400; 7202631028,,,2020,,,,Communications in Computer and Information Science,,10.1007/978-3-030-58459-7_29,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097430844&doi=10.1007%2f978-3-030-58459-7_29&partnerID=40&md5=4b86f94b434a083f5e0959d72e1be2a3,0,628,,,,,,Conference paper,Scopus,0,,,,,
2270,,,,CARINA based Cognitive Agent for Factoid Wh-Questions Generation in EFL,,,Espinosa-López A.L.; Gómez-Salgado A.A.; Lorduy-Arellano D.,57220583489; 57197307235; 57220581933,,,2020,,,,"International Journal on Advanced Science, Engineering and Information Technology",,10.18517/ijaseit.10.5.10138,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097412761&doi=10.18517%2fijaseit.10.5.10138&partnerID=40&md5=221ab118e26a5683a0129a2d1370e8d4,0,1859,,,,,,Article,Scopus,0,,,,,
2271,,,,Personal Software Process applied to university education: A systematic literature review; [Proceso Personal de Software aplicado a la formación universitaria: una revisión sistemática de literatura],,,Arduino G.A.; Bollati V.A.,57220067786; 35112833200,,,2020,,,,"2020 IEEE Congreso Bienal de Argentina, ARGENCON 2020 - 2020 IEEE Biennial Congress of Argentina, ARGENCON 2020",,10.1109/ARGENCON49523.2020.9505471,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114033557&doi=10.1109%2fARGENCON49523.2020.9505471&partnerID=40&md5=5e98218ce7c648dad8e7341cad87ca6a,0,,,,,,,Conference paper,Scopus,0,,,,,
2272,,,,IV&V Software Testing as a Measure of Digital and Entrepreneurship Competence towards Quality Education of Skills for Future Work,,,Sivaji A.; Hashim S.H.; Kuppusamy A.D.N.; Isahak A.F.; Deniel A.; Chuan N.K.; Sazali N.; Joha N.D.; Parahakaran S.,49662194900; 57215127614; 57215134794; 57221483357; 57207756955; 55695074200; 57215118287; 57221469511; 36802456000,,,2020,,,,"2020 IEEE Conference on Open Systems, ICOS 2020",,10.1109/ICOS50156.2020.9293688,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099185965&doi=10.1109%2fICOS50156.2020.9293688&partnerID=40&md5=8c8f112ba7006b79f4313802ef26244b,0,18,,,,,,Conference paper,Scopus,0,,,,,
2273,,,,"Proceedings - 2019 7th International Conference in Software Engineering Research and Innovation, CONISOFT 2019",,,,,,,2019,,,,"Proceedings - 2019 7th International Conference in Software Engineering Research and Innovation, CONISOFT 2019",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088584561&partnerID=40&md5=be9ec8bdcf1fee75a18ed07e2c27aee8,0,,,,,,,Conference review,Scopus,0,,,,,
2274,,,,"XXII Ibero-American Conference on Software Engineering, CIbSE 2019",,,,,,,2019,,,,"XXII Ibero-American Conference on Software Engineering, CIbSE 2019",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068460368&partnerID=40&md5=0f95f0c17e5e39c7ea34003c5c6d6745,0,,,,,,,Conference review,Scopus,0,,,,,
2275,,,,"2nd International Conference on Emerging Technologies in Computing, iCETiC 2019",,,,,,,2019,,,,"Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070582149&partnerID=40&md5=1d3804a55bcefd970b6e280c116d6709,0,,,,,,,Conference review,Scopus,0,,,,,
2276,,,,A prototype MATLAB code critiquer,,,"Walther M.; Ureel L.C., II; Wallace C.",57210565873; 6507443181; 36819657400,,,2019,,,,"Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE",,10.1145/3304221.3325591,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070919704&doi=10.1145%2f3304221.3325591&partnerID=40&md5=3fba61f7cc7c88654812aaaad08d3b2b,0,,,,,,,Conference paper,Scopus,0,,,,,
2277,,,,A Design Thinking Techniques Recommendation Tool: An Initial and On-going Proposal,,,Parizi R.; Moreira M.; Couto I.; Marczak S.; Conte T.,55696372400; 57219335143; 57219337742; 24477940900; 16311622900,,,2020,,,,ACM International Conference Proceeding Series,,10.1145/3439961.3439997,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102895946&doi=10.1145%2f3439961.3439997&partnerID=40&md5=8acb29981e08c03bf29ff0ae1a63c9a3,0,,,,,,,Conference paper,Scopus,0,,,,,
2278,,,,Applying coupling and cohesion concepts in object-oriented software: A controlled experiment,,,Moreira G.Y.D.O.; Santos J.A.M.,57222494324; 56712246700,,,2020,,,,ACM International Conference Proceeding Series,,10.1145/3439961.3439969,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102881294&doi=10.1145%2f3439961.3439969&partnerID=40&md5=bda3acfab023d81b4b5634ffdde8c9d9,0,,,,,,,Conference paper,Scopus,0,,,,,
2279,,,,"14th European Conference on Software Architecture, ECSA 2020",,,,,,,2020,,,,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091503077&partnerID=40&md5=140cbffc00dfe6afd26cd971156914f9,0,,,,,,,Conference review,Scopus,0,,,,,
2280,,,,"Proceedings - 2020 IEEE International Conference on Software Maintenance and Evolution, ICSME 2020",,,,,,,2020,,,,"Proceedings - 2020 IEEE International Conference on Software Maintenance and Evolution, ICSME 2020",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096638162&partnerID=40&md5=d4d09cf2621f889ac1745366a986e639,0,,,,,,,Conference review,Scopus,0,,,,,
2281,,,,Structure of a guide for usability evaluation in virtual learning environments,,,Agredo-Delgado V.; Pinto-Corredor J.D.; Collazos C.A.; Ruiz P.H.; Fardoun H.M.,57195069921; 57205073391; 8568805300; 56100326900; 26435262800,,,2019,,,,Communications in Computer and Information Science,,10.1007/978-3-030-37386-3_26,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077502095&doi=10.1007%2f978-3-030-37386-3_26&partnerID=40&md5=06acc277d5fa71dc40b0080130b9a091,0,368,,,,,,Conference paper,Scopus,0,,,,,
2282,,,,Study of quality practices in software development processes in universities of ecuador; [Estudio de Practicas de Calidad de Software en los Procesos de Desarrollo de Software en Universidades del Ecuador],,,Flores G.S.G.; Loza-Aguirre E.,57215290898; 57216272465,,,2019,,,,"Proceedings - 2019 International Conference on Information Systems and Software Technologies, ICI2ST 2019",,10.1109/ICI2ST.2019.00027,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078170402&doi=10.1109%2fICI2ST.2019.00027&partnerID=40&md5=d7afb99c708d57d5c1e4c2e388c96fb7,0,148,,,,,,Conference paper,Scopus,0,,,,,
2283,,,,Grading Programs Based on Hybrid Analysis,,,Wang Z.; Xu L.,57211991679; 57188583559,,,2019,,,,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,10.1007/978-3-030-30952-7_63,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075620740&doi=10.1007%2f978-3-030-30952-7_63&partnerID=40&md5=80fc8cf5dc5c01d6f1c8ed257ad50189,0,637,,,,,,Conference paper,Scopus,0,,,,,
2284,,,,A card game for learning software-refactoring principles,,,Haendler T.,57163856400,,,2019,,,,CEUR Workshop Proceedings,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075099301&partnerID=40&md5=2b8e41a26dd9d25614b783c60212c4dd,0,,,,,,,Conference paper,Scopus,0,,,,,
2285,,,,The use of game elements and scenarios for teaching and learning the function point analysis technique: A experimental study,,,Santos E.D.; Oliveira S.R.B.,57204692971; 16241959200,,,2019,,,,ICSOFT 2019 - Proceedings of the 14th International Conference on Software Technologies,,10.5220/0007808301620169,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073103304&doi=10.5220%2f0007808301620169&partnerID=40&md5=bca300cdb3efeab96f50b1fdf7640714,0,169,,,,,,Conference paper,Scopus,0,,,,,
2286,,,,Interoperability assessment of higher education institutions between environments of learning objects,,,Justo López A.C.; López Morteo G.A.; Flores Ríos B.L.; Castro García L.,57201114532; 15081359600; 57221356290; 55747338600,,,2019,,,,"Proceedings - 14th Latin American Conference on Learning Technologies, LACLO 2019",,10.1109/LACLO49268.2019.00069,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081134502&doi=10.1109%2fLACLO49268.2019.00069&partnerID=40&md5=27d6362431f7f163ed6356396d1b29e5,0,380,,,,,,Conference paper,Scopus,0,,,,,
2287,,,,"Anesthesiologist Knowledge on Radiation Safety in Northern Gauteng Hospitals, South Africa",,,Thambura M.J.; Ikiara N.J.,57205542065; 57215433074,,,2020,,,,Journal of Radiology Nursing,,10.1016/j.jradnu.2020.01.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080893879&doi=10.1016%2fj.jradnu.2020.01.004&partnerID=40&md5=8585154d7d2ba37914880ddccde6c9f8,0,248,,,,,,Article,Scopus,0,,,,,
2288,,,,Improving students' testing practices,,,Bai G.R.,57208225604,,,2020,,,,Proceedings - International Conference on Software Engineering,,10.1145/3377812.3381401,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094102796&doi=10.1145%2f3377812.3381401&partnerID=40&md5=836e38c3fd8f56a3199dddef555d715e,0,221,,,,,,Conference paper,Scopus,0,,,,,
