Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Document Type,Publication Stage,Source
Aronson J.K.,55683060600,"Meyler’s Side Effects of Drugs: The International Encyclopedia of Adverse Drug Reactions and Interactions, Sixteenth Edition",2015,Meyler's Side Effects of Drugs: The International Encyclopedia of Adverse Drug Reactions and Interactions,,,,1,793,792,23,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152345773&partnerID=40&md5=972c28df6728fe8b7a4f2ea6a97ce2fb,"Meyler's Side Effects of Drugs: The International Encyclopedia of Adverse Drug Reactions and Interactions, Sixteenth Edition, Seven Volume Set builds on the success of the 15 previous editions, providing an extensively reorganized and expanded resource that now comprises more than 1,500 individual drug articles with the most complete coverage of adverse reactions and interactions found anywhere. Each article contains detailed and authoritative information about the adverse effects of each drug, with comprehensive references to the primary literature, making this a must–have reference work for any academic or medical library, pharmacologist, regulatory organization, hospital dispensary, or pharmaceutical company. The online version of the book provides an unparalleled depth of coverage and functionality by offering convenient desktop access and enhanced features such as increased searchability, extensive internal cross-linking, and fully downloadable and printable full-text, HTML or PDF articles. © 2016 Elsevier B.V. All rights reserved.",Book,Final,Scopus
McGee S.,7004322344,Evidence-based Physical Diagnosis,2007,Evidence-based Physical Diagnosis,,,,,,856,69,10.1016/B978-1-4160-2898-7.X5001-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013866650&doi=10.1016%2fB978-1-4160-2898-7.X5001-1&partnerID=40&md5=fb8b618b5b55444d060b29855c5741c3,"Diagnose with confidence, knowing that your patient assessments are backed by scientific evidence! This is the only clinical reference that takes an evidence-based approach to the physical examination. Best of all, it does so in a remarkably easy-to-reference manner making it simple to find the available scientific evidence concerning the diagnostic significance and accuracy of your examination findings. This 2nd Edition has been updated to reflect the latest advances in the science of physical examination, and expanded to include many new topics. Plus, it now includes downloadable PDA, allowing you to carry and search the book's most essential content on your handheld device! The result is an even more indispensable diagnostic tool. Quickly review the history, pathogenesis, examination technique, and interpretation of physical findings for all areas of the body thanks to a very reader-friendly outline format. Compare the available evidence on various findings at a glance with abundant Diagnostic Accuracy tables. Get expert advice from Dr. Steven McGee, an internationally respected authority in physical examination and assessment, pain management, and education in general internal medicine. See exactly which studies document the significance of various findings thanks to thousands of up-to-date references. Implement the latest examination techniques for conditions such as coronary artery disease Parkinsons disease coma cirrhosis lymphadenopathy and common musculoskeletal complaints and interpret the significance of your findings based on the best available evidence. Garner more diagnostically valuable information from your physical examinations by applying all of the most recent advances in the science of physical diagnosis. Arrive at more accurate prognoses by applying new, evidence-based prognostic scoring schemes for a variety of medical problems. Carry all of the book's key points and Diagnostic Accuracy tables with you on your handheld device consult them anywhere and find the answers you need quickly, thanks to the fully searchable PDA/Pocket PC software. © 2007 Elsevier Inc. All rights reserved.",Book,Final,Scopus
Petke J.; Harman M.; Langdon W.B.; Weimer W.,36615643200; 7006379048; 8724450500; 7003629741,Specialising Software for Different Downstream Applications Using Genetic Improvement and Code Transplantation,2018,IEEE Transactions on Software Engineering,44,6,,574,594,20,25,10.1109/TSE.2017.2702606,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023741332&doi=10.1109%2fTSE.2017.2702606&partnerID=40&md5=7ed07a5d5f0ff0fdb634096a41e0e9ab,"Genetic improvement uses automated search to find improved versions of existing software. Genetic improvement has previously been concerned with improving a system with respect to all possible usage scenarios. In this paper, we show how genetic improvement can also be used to achieve specialisation to a specific set of usage scenarios. We use genetic improvement to evolve faster versions of a C++ program, a Boolean satisfiability solver called MiniSAT, specialising it for three different applications, each with their own characteristics. Our specialised solvers achieve between 4 and 36 percent execution time improvement, which is commensurate with efficiency gains achievable using human expert optimisation for the general solver. We also use genetic improvement to evolve faster versions of an image processing tool called ImageMagick, utilising code from GraphicsMagick, another image processing tool which was forked from it. We specialise the format conversion functionality to greyscale images and colour images only. Our specialised versions achieve up to 3 percent execution time improvement. © 1976-2012 IEEE.",Article,Final,Scopus
Schultz C.M.; Burke L.A.; Kent D.A.,56645821700; 55968182700; 57204628830,A Systematic Review and Meta-analysis of the Initial Literature Regarding COVID-19 Symptoms in Children in the United States,2023,Journal of Pediatric Health Care,37,4,,425,437,12,2,10.1016/j.pedhc.2023.02.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150825082&doi=10.1016%2fj.pedhc.2023.02.006&partnerID=40&md5=4c6a273eea11c77dbaf1a703d6bff024,"Introduction: COVID-19 symptom presentation among adults is mostly understood. However, understanding COVID-19 symptom presentation in children lags. Method: A literature search was conducted in three electronic databases. Twenty-three initial publications addressing COVID-19 symptom presentation among hospitalized children in the United States met the criteria for review and meta-analysis. Results: Fever, the most common symptom, was present in nearly all cases. Gastrointestinal, respiratory, oral symptoms, and rash occurred in over half of the cases. Disease severity assessment showed that comorbidities were present in one-third of patients; intensive care was needed for half of the patients, and supplemental oxygen and mechanical ventilation were needed by 13.3% and 7.1%, respectively. Discussion: The magnitude and significance of COVID-19 symptoms in children compared with those in adults and three common childhood viral illnesses: influenza, respiratory syncytial virus, and gastroenteritis, are discussed. Important clinical differences were found that may help clinicians distinguish COVID-19 from other illnesses. © 2023 National Association of Pediatric Nurse Practitioners",Article,Final,Scopus
Broza Y.Y.; Vishinkin R.; Barash O.; Nakhleh M.K.; Haick H.,35486813200; 56993681900; 35319685700; 55129416100; 6603256731,Synergy between nanomaterials and volatile organic compounds for non-invasive medical evaluation,2018,Chemical Society Reviews,47,13,,4781,4859,78,197,10.1039/c8cs00317c,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049394547&doi=10.1039%2fc8cs00317c&partnerID=40&md5=6dfb44af0877355a239145188f30198c,"This article is an overview of the present and ongoing developments in the field of nanomaterial-based sensors for enabling fast, relatively inexpensive and minimally (or non-) invasive diagnostics of health conditions with follow-up by detecting volatile organic compounds (VOCs) excreted from one or combination of human body fluids and tissues (e.g., blood, urine, breath, skin). Part of the review provides a didactic examination of the concepts and approaches related to emerging sensing materials and transduction techniques linked with the VOC-based non-invasive medical evaluations. We also present and discuss diverse characteristics of these innovative sensors, such as their mode of operation, sensitivity, selectivity and response time, as well as the major approaches proposed for enhancing their ability as hybrid sensors to afford multidimensional sensing and information-based sensing. The other parts of the review give an updated compilation of the past and currently available VOC-based sensors for disease diagnostics. This compilation summarizes all VOCs identified in relation to sickness and sampling origin that links these data with advanced nanomaterial-based sensing technologies. Both strength and pitfalls are discussed and criticized, particularly from the perspective of the information and communication era. Further ideas regarding improvement of sensors, sensor arrays, sensing devices and the proposed workflow are also included. © 2018 The Royal Society of Chemistry.",Review,Final,Scopus
Beebe N.W.,6603670543,DNA barcoding mosquitoes: Advice for potential prospectors,2018,Parasitology,145,5,,622,633,11,68,10.1017/S0031182018000343,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044259732&doi=10.1017%2fS0031182018000343&partnerID=40&md5=fb2fc77cf2831b6385e1f7a48f292014,"SUMMARY Mosquitoes' importance as vectors of pathogens that drive disease underscores the importance of precise and comparable methods of taxa identification among their species. While several molecular targets have been used to study mosquitoes since the initiation of PCR in the 1980s, its application to mosquito identification took off in the early 1990s. This review follows the research's recent journey into the use of mitochondrial DNA (mtDNA) cytochrome oxidase 1 (COI or COX1) as a DNA barcode target for mosquito species identification - a target whose utility for discriminating mosquitoes is now escalating. The pros and cons of using a mitochondrial genome target are discussed with a broad sweep of the mosquito literature suggesting that nuclear introgressions of mtDNA sequences appear to be uncommon and that the COI works well for distantly related taxa and shows encouraging utility in discriminating more closely related species such as cryptic/sibling species groups. However, the utility of COI in discriminating some closely related groups can be problematic and investigators are advised to proceed with caution as problems with incomplete lineage sorting and introgression events can result in indistinguishable COI sequences appearing in reproductively independent populations. In these - if not all - cases, it is advisable to run a nuclear marker alongside the mtDNA and thus the utility of the ribosomal DNA - and in particular the internal transcribed spacer 2 - is also briefly discussed as a useful counterpoint to the COI. Copyright © Cambridge University Press 2018.",Review,Final,Scopus
Manzini I.; Schild D.; Di Natale C.,55907368000; 58504749800; 7006897300,Principles of odor coding in vertebrates and artificial chemosensory systems,2022,Physiological Reviews,102,1,,61,154,93,28,10.1152/PHYSREV.00036.2020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121061648&doi=10.1152%2fPHYSREV.00036.2020&partnerID=40&md5=1da2c2ad9e0d2c44c73894f0c5977bed,"The biological olfactory system is the sensory system responsible for the detection of the chemical composition of the environment. Several attempts to mimic biological olfactory systems have led to various artificial olfactory systems using different technical approaches. Here we provide a parallel description of biological olfactory systems and their technical counterparts. We start with a presentation of the input to the systems, the stimuli, and treat the interface between the external world and the environment where receptor neurons or artificial chemosensors reside. We then delineate the functions of receptor neurons and chemosensors as well as their overall input-output (I/O) relationships. Up to this point, our accounts of the systems go along similar lines. The next processing steps differ considerably: Whereas in biology the processing step following the receptor neurons is the “integration” and “processing” of receptor neuron outputs in the olfactory bulb, this step has various realizations in electronic noses. For a long period of time, the signal processing stages beyond the olfactory bulb, i.e., the higher olfactory centers, were little studied. Only recently has there been a marked growth of studies tackling the information processing in these centers. In electronic noses, a third stage of processing has virtually never been considered. In this review, we provide an up-to-date overview of the current knowledge of both fields and, for the first time, attempt to tie them together. We hope it will be a breeding ground for better information, communication, and data exchange between very related but so far little-connected fields. © 2022 The Authors.",Article,Final,Scopus
Barbosa-Silva M.C.; Lima M.N.; Battaglini D.; Robba C.; Pelosi P.; Rocco P.R.M.; Maron-Gutierrez T.,57203822619; 57215895302; 58308127100; 56270441000; 7006547963; 7005972192; 35740955100,Infectious disease-associated encephalopathies,2021,Critical Care,25,1,236,,,,31,10.1186/s13054-021-03659-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109311044&doi=10.1186%2fs13054-021-03659-6&partnerID=40&md5=434013b943566f1779b9d5c6d815a389,"Infectious diseases may affect brain function and cause encephalopathy even when the pathogen does not directly infect the central nervous system, known as infectious disease-associated encephalopathy. The systemic inflammatory process may result in neuroinflammation, with glial cell activation and increased levels of cytokines, reduced neurotrophic factors, blood–brain barrier dysfunction, neurotransmitter metabolism imbalances, and neurotoxicity, and behavioral and cognitive impairments often occur in the late course. Even though infectious disease-associated encephalopathies may cause devastating neurologic and cognitive deficits, the concept of infectious disease-associated encephalopathies is still under-investigated; knowledge of the underlying mechanisms, which may be distinct from those of encephalopathies of non-infectious cause, is still limited. In this review, we focus on the pathophysiology of encephalopathies associated with peripheral (sepsis, malaria, influenza, and COVID-19), emerging therapeutic strategies, and the role of neuroinflammation. Graphic abstract: [Figure not available: see fulltext.] © 2021, The Author(s).",Review,Final,Scopus
Agnihotri M.; Chug A.,57218920285; 56168650500,"A systematic literature survey of software metrics, code smells and refactoring techniques",2020,Journal of Information Processing Systems,16,4,,915,934,19,26,10.3745/JIPS.04.0184,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090798778&doi=10.3745%2fJIPS.04.0184&partnerID=40&md5=2d431d76882c27ba3632da126f4ee767,"Software refactoring is a process to restructure an existing software code while keeping its external behavior the same. Currently, various refactoring techniques are being used to develop more readable and less complex codes by improving the non-functional attributes of software. Refactoring can further improve code maintainability by applying various techniques to the source code, which in turn preserves the behavior of code. Refactoring facilitates bug removal and extends the capabilities of the program. In this paper, an exhaustive review is conducted regarding bad smells present in source code, applications of specific refactoring methods to remove that bad smell and its effect on software quality. A total of 68 studies belonging to 32 journals, 31 conferences, and 5 other sources that were published between the years 2001 and 2019 were shortlisted. The studies were analyzed based on of bad smells identified, refactoring techniques used, and their effects on software metrics. We found that ""long method"", ""feature envy"", and ""data class"" bad smells were identified or corrected in the majority of studies. ""Feature envy"" smell was detected in 36.66% of the total shortlisted studies. Extract class refactoring approach was used in 38.77% of the total studies, followed by the move method and extract method techniques that were used in 34.69% and 30.61% of the total studies, respectively. The effects of refactoring on complexity and coupling metrics of software were also analyzed in the majority of studies, i.e., 29 studies each. Interestingly, the majority of selected studies (41%) used large open source datasets written in Java language instead of proprietary software. At the end, this study provides future guidelines for conducting research in the field of code refactoring. © Korea Information Processing Society.",Article,Final,Scopus
Simapivapan P.; Boltong A.; Hodge A.,57191346613; 8246772000; 7006887018,To what extent is alcohol consumption associated with breast cancer recurrence and second primary breast cancer?: A systematic review,2016,Cancer Treatment Reviews,50,,,155,167,12,30,10.1016/j.ctrv.2016.09.010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988944453&doi=10.1016%2fj.ctrv.2016.09.010&partnerID=40&md5=f90cbd444353aacf322d91bef05a114c,"Background The association between alcohol intake and breast cancer recurrence or development of second primary breast cancer in the survivor population is unclear. The aim of this systematic review was to evaluate the existing evidence to assess the extent to which alcohol consumption is associated with breast cancer recurrence and second primary breast cancer. Methods Six databases (Cochrane Library, EMBASE, MEDLINE, PubMed, Scopus and Web of Science) were searched using the following search phrase: (breast cancer OR breast adenocarcinoma OR breast neoplasm OR breast tumour) AND (alcohol? OR alcohol intake OR alcohol consumption OR ethanol) AND (recurrence OR second primary). A narrative synthesis was conducted on studies meeting the inclusion criteria. Results After screening, 16 studies met the inclusion criteria, of which 11 assessed breast cancer recurrence and 5 assessed second primary breast cancer. Considerable clinical and methodological heterogeneity was observed between studies. Approximately half of the included studies observed a modest, but significant, association between alcohol consumption and increased risk of breast cancer recurrence or development of a second primary breast cancer, with some studies observing associations from as little as six grams of alcohol intake per day. Two studies suggest this association was stronger in postmenopausal women. Conclusion There is some evidence that alcohol consumption increases the risk of breast cancer recurrence, particularly in postmenopausal women. The association between alcohol and development of a second primary breast cancer is less clear. Inconsistencies in methodology and results across studies complicate attempts to develop a cohesive interpretation of findings. © 2016 Elsevier Ltd",Review,Final,Scopus
Olaleye T.O.; Arogundade O.T.; Misra S.; Abayomi-Alli A.; Kose U.,57216846632; 36805695100; 7401768596; 57218001210; 36544118500,Predictive Analytics and Software Defect Severity: A Systematic Review and Future Directions,2023,Scientific Programming,2023,,6221388,,,,3,10.1155/2023/6221388,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148108224&doi=10.1155%2f2023%2f6221388&partnerID=40&md5=88c2e0d44c12690f89ccf21e118dc0b8,"Software testing identifies defects in software products with varying multiplying effects based on their severity levels and sequel to instant rectifications, hence the rate of a research study in the software engineering domain. In this paper, a systematic literature review (SLR) on machine learning-based software defect severity prediction was conducted in the last decade. The SLR was aimed at detecting germane areas central to efficient predictive analytics, which are seldom captured in existing software defect severity prediction reviews. The germane areas include the analysis of techniques or approaches which have a significant influence on the threats to the validity of proposed models, and the bias-variance tradeoff considerations techniques in data science-based approaches. A population, intervention, and outcome model is adopted for better search terms during the literature selection process, and subsequent quality assurance scrutiny yielded fifty-two primary studies. A subsequent thoroughbred systematic review was conducted on the final selected studies to answer eleven main research questions, which uncovers approaches that speak to the aforementioned germane areas of interest. The results indicate that while the machine learning approach is ubiquitous for predicting software defect severity, germane techniques central to better predictive analytics are infrequent in literature. This study is concluded by summarizing prominent study trends in a mind map to stimulate future research in the software engineering industry.  © 2023 T. O. Olaleye et al.",Review,Final,Scopus
McGee S.,7004322344,Evidence-Based Physical Diagnosis,2012,Evidence-Based Physical Diagnosis,,,,,,719,133,10.1016/C2009-0-42449-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014231609&doi=10.1016%2fC2009-0-42449-8&partnerID=40&md5=51356f0ea0848c77fb093753a6fdc59b,"Evidence-Based Physical Diagnosis helps you choose the diagnostic approaches that have been proven most effective! Dr. Steven McGee puts the most current evidence at your fingertips, equipping you to easily select the best test for diagnosing a given condition and understand the diagnostic significance and accuracy of your findings. A remarkably easy-to-reference organization makes it simple to find the answers you need; and full-text online access at www.expertconsult.com lets you quickly reference the book from any computer or mobile device. Quickly review the history, pathogenesis, examination technique, and interpretation of physical findings for all areas of the body thanks to a very reader-friendly outline format, including more than 90 ""EBM boxes "" and accompanying ""EBM ruler "" illustrations. Get expert advice from Dr. Steven McGee, an internationally respected authority in physical examination and assessment, pain management, and education in general internal medicine. See exactly which studies document the significance of various findings thanks to thousands of up-to-date references. Access the complete contents online at www.expertconsult.com, plus a downloadable image collection and an evidence-based calculator that helps you determine probability ratios based on the evidence criteria. Apply the latest knowledge on hot topics such as the value of physical examination in taking care of the ICU patient, accurately diagnosing the etiology of systolic murmurs, diagnosing osteoarthritis and acute vertigo in the dizzy patient, diagnosing hemorrhagic stroke, and diagnosing pleural effusions. Implement the most current evidence-based approaches for evaluating stance and gait, Schamroth's sign (for clubbing), dementia, prediction of falls, hepatopulmonary syndrome, atrial fibrillation, relative bradycardia, tourniquet test (for dengue infections), acute stroke, and pleural effusion. Assess the pretest probability of disease, given particular signs or symptoms, with new at-a-glance tables. Make effective decisions thanks to updated content throughout, including new EBM boxes covering over 250 recent studies on physical diagnosis-ensuring that all diagnostic information (i.e., sensitivity, specificity, and likelihood ratios) is up to date. Increase diagnostic confidence with McGee!. © 2012 Elsevier Inc. All rights reserved.",Book,Final,Scopus
Chen Y.,56323976700,A survey on industrial information integration 2016–2019,2020,Journal of Industrial Integration and Management,5,1,,33,163,130,102,10.1142/S2424862219500167,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081138769&doi=10.1142%2fS2424862219500167&partnerID=40&md5=032b2502e26c2212fea7804b65a2ee6e,"Industrial information integration engineering (IIIE) is a set of foundational concepts and techniques that facilitate the industrial information integration process. In recent years, many applications of the integration between Internet of Things (IoT) and IIIE have become available, including industrial Internet of Things (IIoT), cyber-physical systems, smart grids, and smart manufacturing. In order to investigate the latest achievements of studies on IIIE, this paper reviews literatures from 2016 to 2019 in IEEEXplore and Web of Science. Altogether, 970 papers related to IIIE are grouped into 27 research categories and reviewed. The results present up-to-date development of IIIE and provide directions for future research on IIIE. © World Scientific Publishing Co.",Article,Final,Scopus
Patnaik A.; Padhy N.,57218609678; 56417506600,A hybrid approach to identify code smell using machine learning algorithms,2021,International Journal of Open Source Software and Processes,12,2,,21,35,14,5,10.4018/IJOSSP.2021040102,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107610423&doi=10.4018%2fIJOSSP.2021040102&partnerID=40&md5=d3b2aee8b1d9a32da9a4e4a915885abe,"Code smell aims to identify bugs that occurred during software development. It is the task of identifying design problems. The significant causes of code smell are complexity in code, violation of programming rules, low modelling, and lack of unit-level testing by the developer. Different open source systems like JEdit, Eclipse, and ArgoUML are evaluated in this work. After collecting the data, the best features are selected using recursive feature elimination (RFE). In this paper, the authors have used different anomaly detection algorithms for efficient recognition of dirty code. The average accuracy value of k-means, GMM, autoencoder, PCA, and Bayesian networks is 98%, 94%, 96%, 89%, and 93%. The k-means clustering algorithm is the most suitable algorithm for code detection. Experimentally, the authors proved that ArgoUML project is having better performance as compared to Eclipse and JEdit projects. Copyright © 2021, IGI Global. Copying or distributing in print or electronic forms without written permission of IGI Global is prohibited.",Article,Final,Scopus
Rimmer J.; Hellings P.; Lund V.J.; Alobid I.; Beale T.; Dassi C.; Douglas R.; Hopkins C.; Klimek L.; Landis B.; Mosges R.; Ottaviano G.; Psaltis A.; Surda P.; Tomazic P.V.; Vent J.; Fokkens W.,8510694400; 7004215789; 57214935023; 6603835520; 15134919600; 57128400900; 7202537418; 55543341300; 7005088080; 7006562737; 55617900200; 8255469500; 16686625100; 57140762000; 35243739400; 24400411300; 35355799700,European position paper on diagnostic tools in rhinology,2019,Rhinology,57,,,1,41,40,86,10.4193/rhin19.410,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071177074&doi=10.4193%2frhin19.410&partnerID=40&md5=88a58ba7666ac0a94042f93542747835,"The accurate diagnosis of rhinologic disease depends on the clinical history, examination findings and, in many cases, further investigations. There are a wide variety of diagnostic tests available, the choice of which depends upon the condition being as-sessed. This position paper is intended to provide an up-to-date comprehensive description of the diagnostic tools available to rhinologists, allergists, general otolaryngologists and other physicians with an interest in sinonasal disease. The literature has been reviewed and evidence-based recommendations are included. The relevant history and examination techniques are described, including endoscopic assessment of the nose. General and disease-specific quality of life instruments are an important tool in assessing the impact of rhinologic disease and the response to treatment. Relevant blood tests are discussed, as well as the various methods of allergy testing. Techniques for collecting microbiological and tissue samples are described, as well as the use of more specialised tests such as nasal nitric oxide and those evaluating ciliary structure and function. Imaging techniques and their indications are included. Chemosensory (smell and taste) testing is explained, and the available techniques for objective measurement of nasal airflow and patency are reviewed. Prompt and accurate diagnosis allows appropriate management to be initiated; an understanding of the currently available diagnostic tools is a vital part of the assessment of rhinologic disease. © 2019, International Rhinologic Society. All rights reserved.",Article,Final,Scopus
Bao Y.; Ding H.; Zhang Z.; Yang K.; Tran Q.; Sun Q.; Xu T.,57705343500; 58788165500; 58040923800; 58788867100; 58789094400; 58833340200; 57195491329,Intelligent acupuncture: data-driven revolution of traditional Chinese medicine,2023,Acupuncture and Herbal Medicine,3,4,,271,284,13,1,10.1097/HM9.0000000000000077,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181104992&doi=10.1097%2fHM9.0000000000000077&partnerID=40&md5=ddd43859871bfcb93042e59d18316fd5,"Acupuncture, a form of traditional Chinese medicine with a history of 2,000 years in China, has gained wider acceptance worldwide as a complementary therapy. Studies have examined its effectiveness in various health conditions and it is commonly used alongside conventional medical treatments. With the development of artificial intelligence (AI) technology, new possibilities for improving the efficacy and precision of acupuncture have emerged. This study explored the combination of traditional acupuncture and AI technology from three perspectives: acupuncture diagnosis, prescription, and treatment evaluation. The study aimed to provide cutting-edge direction and theoretical assistance for the development of an acupuncture robot. © Lippincott Williams & Wilkins.",Review,Final,Scopus
Dolgushin M.; Kornienko V.; Pronin I.,36098843900; 7103078905; 7006011755,Brain metastases: Advanced neuroimaging,2017,Brain Metastases: Advanced Neuroimaging,,,,1,469,468,6,10.1007/978-3-319-57760-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042625558&doi=10.1007%2f978-3-319-57760-9&partnerID=40&md5=841cb8286c9bf6d073a616e607eaa148,"This book describes the role of advanced neuroimaging techniques in characterizing the changes in tissue structure in patients with brain metastases. On a large number of newly recognized CT, MRI, and PET characteristics of brain metastases from different primary tumors are highlighted, thereby elucidating the potential differential diagnostic role of CT perfusion imaging, MR spectroscopy, MR diffusion-weighted imaging, MR susceptibility-weighted imaging, and PET with different radiopharmaceuticals. For example, the different manifestations of metastases of melanoma, renal cell carcinoma, and ovarian cancer on MRI and CT perfusion imaging are described, and the role of MR susceptibility-weighted imaging in the differential diagnosis of glioblastoma multiforme and metastatic tumors is clarified. Metastases of colon cancer have shown a special manifestation on T2 weighted images. The book also presents novel findings regarding pathogenesis and tumor biology and describes qualitative and quantitative changes in tumor tissue and alterations in brain white matter due to surrounding tumor growth. Neuroradiologists and others, including neurosurgeons, neurologists, and nuclear medicine physicians, will find that this book offers a fascinating insight into the ways in which newly available data on structural, hemodynamic, and metabolic changes are enriching the neuroimaging of brain metastases. © Springer International Publishing AG 2018.",Book,Final,Scopus
Aronson J.K.,55683060600,Meyler’s side effects of drugs: The international encyclopedia of adverse drug reactions and interactions,2006,Meyler’s Side Effects of Drugs 15E: The International Encyclopedia of Adverse Drug Reactions and Interactions,,,,1,4192,4191,139,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115041783&partnerID=40&md5=03433101193ab62356fc38982b4bfc22,"Building on the success of the 14 previous editions, this remarkable reference has been extensively reorganized and expanded and now comprises almost 1,500 individual drug articles providing the most complete coverage of adverse reactions and interactions found anywhere. Each article contains detailed and authoritative information about the adverse effects of each drug, with comprehensive references to the primary literature making this a must have for any academic or medical library, pharmacologist, regulatory organization, hospital dispensary or pharmaceutical company. Now available online for all academic, corporate or government institution as well as individuals via Science Direct! The online version provides an unparalleled depth of coverage and functionality by offering convenient desktop access and enhanced features such as increased searchability, extensive internal cross-linking and fully downloadable and printable full-text, HTML or PDF articles. © 2006 Elsevier B.V.",Book,Final,Scopus
Sanchez C.C.; Capilla R.; Staron M.,25647325000; 8931696900; 6505767603,Estimating the complexity of architectural design decision networks,2020,IEEE Access,8,,3023608,168558,168575,17,3,10.1109/ACCESS.2020.3023608,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099585726&doi=10.1109%2fACCESS.2020.3023608&partnerID=40&md5=ec2b9fda07b6a01addf50267a118e131,"The stability and longevity of software systems rely on the quality of design decisions over time. In modern software-intensive systems the number of design decisions taken, the dependencies between those decisions, and the number of design alternatives considered, complicate software maintenance and jeopardize the system's longevity. Despite the existence of complexity metrics applied to code, there is a lack of metrics for design decisions. As estimating the complexity of a set of design decisions is needed for understanding the difficulty of software evolution, this paper proposes and validates a new metric to estimate the complexity of decision networks. The metric is based on decision topologies and provides a way to understand the complexity of decision sets and reason about the maintenance difficulty. We validate our metric empirically in two different ways: (i) evaluating the complexity of two service-based platform systems, and (ii) analyzing the evolution of complexity in four open-source projects and compare how the evolution of complexity affects to the architecture in one of the open-source projects. Our results show that certain network topologies are more difficult to maintain, so we provide a set of tactics to reduce the complexity of design decision networks. © 2020 Lippincott Williams and Wilkins. All rights reserved.",Article,Final,Scopus
